Unnamed: 0,statement,type
299,am home with the family wet cos of the rain got a call from dad on the bus cos my mum got worried that i was not home yet is not she sweet,POSITIVE
919,so am i going to get triggered every time i see a tweet about tour now that i am not going anymore because this is not healthy i do not need more depression,NEGATIVE
283,i am taking a dad with me,POSITIVE
60,yaaaaay jac is training my sorcerer to level 35 that means i will be pwn soon,POSITIVE
713,me acne has been cured my depression is gone and i am bald,NEGATIVE
862,get me out of this depression plz,NEGATIVE
1139,the crazy follow and even threaten people in writing amazing sur ronde d by crazy,SARCASM
160,watching the brady bunch,POSITIVE
1368,great now i can watch sky cast version neat,SARCASM
483,was woken up by a lovely phone call from the boy what a great start to my monday i have a feeling it will be great,POSITIVE
1073,it is apparently ok to be compensated for being delayed but not being injured,SARCASM
45,ohhh sending loads of positive vibes your way,POSITIVE
1104,say ppl who voted in a megalomaniacal reality tv star a lohan sucks,SARCASM
556,i just want to have a nice weekend that is it my depression has been kicking my ass for months and it still is but i just want to enjoy myself and not be miserable ok,NEGATIVE
9,night darlin sweet dreams to you,POSITIVE
1348,your candidate like your show is a loser btw you put trump in the wh by goading him the correspondence dinner,SARCASM
1491,brainwashed twit w anti hindu peta use animal 2 divide power while trish a do real work,SARCASM
238,can not wait,POSITIVE
407,thanks for bringing the ticket today,POSITIVE
25,woo its late haha goodnight twitterverse xoxo,POSITIVE
266,watching wizards of waverly place lol lol lol,POSITIVE
454,and good morning to you,POSITIVE
980,wednesdaywisdom depression mentalhealthmatters do not live your life for others validation live it for your own pictwittercom wqqk7iufty,NEGATIVE
330,irish and german there is the spunk mix,POSITIVE
319,hey how are you,POSITIVE
473,post something moron,POSITIVE
114,i would sign up for the extra credit,POSITIVE
36,my report was english b  modern history a  geography b maths b b  accounting a and ipt a,POSITIVE
758,it is not just elderly people who need hen power and can benefit when i was at a very low point not able to work and struggling with depression and chronic fatigue my hens and the other,NEGATIVE
231,totally agree with you on beyonce she is stupid  ali larter is where it is at,POSITIVE
1490,and you feel muslim immigrant should still live off indian tax payer by excluding them from the caa india is protesting because they feel their citizenship is in danger not because caa is discriminatory against the muslim,SARCASM
1184,i think you just got a rt from respect,SARCASM
690,hello depression nice to see you again after these nice loooong 3 days emoji slightly smiling faceemoji slightly smiling faceemoji slightly smiling face let us chug pre workout and pump iiiiit emoji weight lifter strengththerapy,NEGATIVE
164,boulder creek with gram,POSITIVE
7,23 or 24c possible today nice,POSITIVE
684,sleeping pill uk most affordable cure for insomnia & depression via,NEGATIVE
161,going out to the mall once again,POSITIVE
1233,the fact that the one person who could have ensured a fair trial with witness and evidence is complaining about fairness after he ordered witness to not testify,SARCASM
15,ooo it is fantasy i like fantasy novels will check it out,POSITIVE
1487,wait the former teacher is a corporate cut out but the russian backed billionaire is not,SARCASM
856,note do not take mefloquine if you have a history of active or recent depression or other mental illness seizures or some types of heart rhythm problemsarrhythmiareadytobeatmalaria worldmalariaday oviwce,NEGATIVE
111,maybe just maybe,POSITIVE
181,i know i am not normally on here but il though il be cool and see what is happening on the world of twitter,POSITIVE
869,how many memes about unemployment the high cost of living and depression are you encouraging people to post,NEGATIVE
649,let us just hope i do not go into a temporary depression after the game tonight we all know i do not get outta bed and can not eat for 2 weeks when that happens let us fucking go bruins,NEGATIVE
977,i have had depression anxiety my entire life i only found out what it was around seven years ago when it destroyed what little was left of my life and came full on for me while not identical as someone trying to deal and find out who i truly am now this thread hits home a lot,NEGATIVE
1412,player in footage subjected to worst racist abuse ever seen at a football match by the very same fan who posted it,SARCASM
1442,a common thread exists though those attacking glenn greenwald all supported the regime change queen hillary clinton,SARCASM
1009,yes there is that but the only one who know how is sick,SARCASM
937,yaaass i love how my depression ruins every aspect of my life including deteriorating my physical appearance what a great superpower,NEGATIVE
642,solitude turned into depression,NEGATIVE
446,hah you broke them,POSITIVE
433,jpn koto is longer &amp has more strings carrying koto &amp taiko is my part time job,POSITIVE
785,when friends struggle with depression this app helps avoid potentially harmful phrases,NEGATIVE
143,heidiii i love your new single blackout  amazing i think you dress amazinggg i am so jealous haha please answer something,POSITIVE
1369,but you did read it and bothered tweeting about it,SARCASM
808,if we could take s opinion of himself dry it out and grind it down into little tablets we could single handily cure depression in this country if not the world,NEGATIVE
157,oh demi that sure was a knee slapper,POSITIVE
490,hey hey,POSITIVE
49,i would forgotten about that we need to do that again sometime,POSITIVE
573,i really do not want you to do this & i do not even know you but i want you to know even tho i do not know you my heart is breaking for youplease dm me i will try my best to help you i have had severe depression since i was 23 & that was many years ago i will gladly help if i can,NEGATIVE
736,the worst thing about depression is that you will always feel empty or alone regardless of anything,NEGATIVE
255,morning irish btw,POSITIVE
1457,no no there aren t there are a few and doesn t like the few doe he labour antisemitism never corbyn ge2019,SARCASM
210,i have to go skydiving ill let you know next the time i am in town,POSITIVE
1097,people disagreeing with this are very hateful and aggressive in the language they use in the comment,SARCASM
34,dwanb i ate filet american this morning and i can not see your pic on mobile twitter,POSITIVE
1200,give him a break he suffered a heart attack,SARCASM
22,yeah sure but its my sisters so take extra gd care,POSITIVE
1404,omg hashtag needed for like the next 30 day,SARCASM
1465,the of that tweet a you have a picture of a murder gang a your header,SARCASM
172,around,POSITIVE
567,wow only kelly clarkson can get me through the disgust and depression i experience when i accidentally see the faces of men who hurt me on social media,NEGATIVE
293,ah nevermind it is the thought that counts also quite predictable,POSITIVE
1019,now jang geo did not find anything new qayyum siddiqi reporting sc can not take up tht case technical ground etc,SARCASM
891,oh wow i had never thought of that transferring over to depression anxiety but it makes so much sense,NEGATIVE
575,i will never understand why people use depression for attention it is not an accessory lmao,NEGATIVE
622,i wonder if donald trump obtained any provigil from admiral jackson side effects include dry mouth agitation nervousness and mood changes including confusion depression and hallucinations,NEGATIVE
916,depression,NEGATIVE
969,i would say pre great depression probably 90+ of klansmen and white supremacist identified as democrats i would imagine 99 of those same groups today identify with and the republican party,NEGATIVE
335,my first opi ds desire preparing to try it now,POSITIVE
1414,apparently take offense at people calling out fact he can not spell dickenson correctly i must have hurt his itty bitty feeling i feel so bad,SARCASM
927,is there still a stigma around depression in the workplace read what we have to say employmentlaw pictwittercom v9qh2zacvf,NEGATIVE
1186,he did not support gay marriage in the 2008 campaign nor did clinton if you remember hypocritical,SARCASM
807,i have got a bad case of the 300 am guilts you know when you lie in bed awake and replay all those things you did not do right because as we all know nothing solves insomnia like a nice warm glass of regret depression and self loathing,NEGATIVE
0,just had a real good moment i missssssssss him so much,POSITIVE
1096,my wife just posted a facebook text asking if he dropped off the wagon again hah,SARCASM
677,anxiety and depression quick sketchanxiety depression pictwittercom yojv6jvnks,NEGATIVE
704,today it does not matter what i do my depression overwhelmed me when i was trying to accomplish something but in the end made me feel like a failure when it was completed,NEGATIVE
712,the isolation cycle of depression and anxiety pictwittercom 6vpm63ypzi,NEGATIVE
1383,it is discipline for alexis being selfish and making it all about him,SARCASM
1268,i do not know guy the guy with 2000 atbats ha not had enough time in the show to reveal his true color,SARCASM
251,we should we will organise it properly next time glad you enjoyed it,POSITIVE
423,am watching becoming jane aww james mcavoy is so irresistibly hawwttt,POSITIVE
981,my depression is basically nonexistent these days so am i in the clear to finally say i beat it and i fuckin made it because i feel like i finally reached that point,NEGATIVE
668,mounting evidence shows exercise can prevent depression yep that is why i am happy pictwittercom 4m8qzputqi,NEGATIVE
5,so sleepy good times tonight though,POSITIVE
1043,awesome everybody doe it that s the greatest reason to do something,SARCASM
241,congrats you are now cooler than me happy birthday miss lovely,POSITIVE
544,no one understands how much he has helped me with i have seriously never been in such a better place i have not had to see mental health in a long time because he relieves all my stress and depression sometimes you just need someone to help make things better so thankfulemoji heavy red heart pictwittercom ysjq5cxjxs,NEGATIVE
717,the only person to make music keeping people away from depression instead of idolizing it nobody can compare to what kid cudi has done,NEGATIVE
132,okay have torn apart my work fresh coffee &amp peanut butter toast then i will try and put it back together again only less crap this time,POSITIVE
686,i just wonder what life would be like if my college friends had tried to help me out of my depression instead of calling me an alcoholic and never speaking to me again,NEGATIVE
405,re difficult extracting that is what walled gardens are for hm blame w3c as everybody else soft lock in,POSITIVE
1317,because that is what obama told everyone but now you blame the republican that is rich w history,SARCASM
1108,yeah blocking out everyone who disagrees with you that is the pinacle of emotional maturity,SARCASM
805,learn more about your mentalhealth issues and concerns with themoodcards letstalk headstogether psychology depression anxiety stress pictwittercom r0dq3gof6f,NEGATIVE
313,my gosh like sayig that its funny gosh haha not the meening just the word its self,POSITIVE
1441,it s really funny that there are people who will criticize another one behind a keyboard and still follow those they criticize what an ego,SARCASM
1265,fan fact the station is on the isle of dog ironic alanis morrisette moment,SARCASM
1269,and coon are brown black wear a mask you ppl are idiot no able to see the of this,SARCASM
1046,have at it soyboy i m sure you your 3 follower are going to because some serious havoc,SARCASM
420,pleaseee pick me i really really want the picture,POSITIVE
1193,try next time hard to tell these day,SARCASM
461,and of course after i left dd started coughing etc poor dh,POSITIVE
465,a great veggie lasagna happy marathon monday boston folks,POSITIVE
663,deciding whether to spam lol until either siege smite tn or just take the good old depression nap,NEGATIVE
863,depression is a chemical imbalance of the brain tell me how sex is curing a chemical imbalance,NEGATIVE
928,hahahahaha of feeeeel ya and then i gave it up no more depression funny how that worked brother no judgement just the facts emoji smiling face with haloemoji smiling face with haloemoji smiling face with halo,NEGATIVE
739,it is sad when you realize that depression is your only true friend,NEGATIVE
1360,thanks for the like seems my original tweet ha been removed not so charitable,SARCASM
699,how does depression affect people with cardiovascular disease,NEGATIVE
1429,and of course no one can be right but you,SARCASM
1303,and the a tudents y elder mother doing it peacefully all these day,SARCASM
451,a rather nervous neighbour the amount of smoke produced obscures the humble nature of our little bonfire,POSITIVE
1458,exactly all speech is free do not like it too bad that flag you are burning protected that right,SARCASM
1212,surely cameron get suspended too i mean he orchestrated every thing right,SARCASM
1035,yes like how all of my wedding activity have been ruined by asshole,SARCASM
182,and wife are shopping at the great mall in milpitas great prices for us with the dollar still reasonably low for us,POSITIVE
692,about that time to smoke some weed and take a depression nap,NEGATIVE
478,thank you will tweet from italy for sure,POSITIVE
1106,hilarious to see journalism org decrying fake news story,SARCASM
419,sounds hardcore,POSITIVE
781,miss this post running and mental health how i use running to counter anxiety & depression running mentalillness,NEGATIVE
541,i am glad you think that by quoting or telling me about someone doing research is going to be best for me depression is different for everyone i do not know how hard that is to grasp just because you think someone should handle depression your way will not always work for them,NEGATIVE
760,dan had a speech about how depression anxiety & going to a therapist is stigmatised in society i love him so much,NEGATIVE
841,i am lowkey going through depression that i am fighting hard to overcome,NEGATIVE
174,my mommy is here,POSITIVE
1255,nope look like i deleted dropbox from my phone due to storage issue,SARCASM
1180,sound exactly like the way trump deal with reporter doe not it,SARCASM
559,they saved me from depression shinee shawol onew jonghyun key minho taemin pictwittercom durczpqonf,NEGATIVE
1028,but in the end there will finally be peace in the middle east s war to end all war,SARCASM
1356,but it is all due to obama the man who could not envision these outcome by his own admission somehow stumbled upon the policy that are producing these result according to the left,SARCASM
1370,you call others racist demean their intelligence yet spew anti black rhetoric while not understanding basic math,SARCASM
163,i love the sound of breaking glass something very cathartic about it,POSITIVE
308,i would love to see some of your writings i think you are a great writer for what i can judge,POSITIVE
1094,r these the same pollster that told you dt would not win hillary will win wi mi,SARCASM
1075,i just love how you get all of that insight out of a 22 second grab of video,SARCASM
37,lol me too you do know that the sound of your voice is great  we only need to do some euh fine tuning,POSITIVE
812,check out 2007 handwritten personal used diary journal sex love depression mental i diary journal herstory lists food diary,NEGATIVE
1326,rallied only pointed out the of inequality reversed glass ceiling,SARCASM
742,is a true advocate for causes that affect millions adoption lgbqt depression heart disease etc and uses her celebrity to educate others whathaveyoudonetoday pictwittercom iduqnr305t,NEGATIVE
1494,funny how the majority who voted leave were old people a opposed to young,SARCASM
1051,but wait that doe not make sense to me i keep being told kelly throw his player under the bus,SARCASM
587,teenagers who get poor sleep are at increased risk of depression,NEGATIVE
693,tell me please how to stop being a victim when the only thing the world wants to see me as is a corpse or a beaten and bloody dying messplease oh so enlightened genius cure my fucking depression you just have to fix the entire world first,NEGATIVE
93,do y mean mc escher the painter not the dj,POSITIVE
914,all sorts of anxiety and depression are meeting each other hahaha,NEGATIVE
24,smaaack that ass hahhahahaa i make myself laugh oooooh sleeeep ahha gniite,POSITIVE
386,17 again was the best movie everi think everyone should do themselves justice and go and see itfor me,POSITIVE
400,  meh i know not from political correctness you are just a colorful guy,POSITIVE
792,you also need to reread kims post she did not say her husband was mentally ill she said mental illness is no joke as people who assume he is mentally ill for using his own mind are making jokes about it i have mental illness depression and anxiety it is no joke,NEGATIVE
1471,oh look a trump sycophant is cry that people are not being politically correct on twitter,SARCASM
1006,oh look it is the racist offering solidarity to the gullible idiot for whining about racist,SARCASM
147,right back atchya hope you are having a great day,POSITIVE
941,study sexual minority adolescents have higher rates of depression,NEGATIVE
440,finally broke down and got tix yesterdayso i will be seein yas in tampa fo sho can not wait til august,POSITIVE
410,alright following just hope she follows back,POSITIVE
212,i have the yearbook in the closet i will look it up 2moro if you are still curious  um where did go to school exactlylol,POSITIVE
1081,we are constantly monitoring customer feedback and are look forward to bringing homekit to the market instead of working on this we are researching new product we think our customer may want thank you for your suggestion,SARCASM
397,i need to talk to you well my lifes pretty good have fun stalking me,POSITIVE
552,wip art of my grandmere memere and mom from back in the day i have not made a ton of progress fighting with depression and nightmares ugh got to pull myself together pictwittercom kk6ruz4h2x,NEGATIVE
698,experts say anxiety and depression top the list of reasons people have trouble sleeping sleep,NEGATIVE
1411,i think someone must have missed the silent on my comment because i appear to have been blocked my comment wa in fact supportive of the premise of the ops tweet,SARCASM
553,insecurity depression and psychological projection,NEGATIVE
1455,so you r not supporting what ur brother died protecting democracy sovereignty and fr you,SARCASM
28,testing to see if twitter works thro facebook,POSITIVE
1438,in the midst of telling someone they are plagiarizing you use the term mcnugget to refer to conor,SARCASM
500,the lack of this understanding is a small but significant part of what causes anxiety & depression to both feel so incredibly lonely it is soooo easy to compare it is so easy to invalidate ourselves because of that,NEGATIVE
1248,i can not believe they traded for that guy gave up way too much,SARCASM
385,lmao aw amazing i do not think i could ever get used to things like that but hey that is me hah  aw with dna and stuffs ,POSITIVE
1464,i don t know if this is or life under a rock,SARCASM
374,what you think about it we need know if you could go to the party it will be pretty amazing,POSITIVE
560,well what an absolutely shit day sick of my life taking shots at me every fucking day the point of me trying is supposed to make effort not dig me deeper into depression anger & stresssorry for short crappy stream honestly do not know when or if i will be back pictwittercom plbpbao1wt,NEGATIVE
1261,some tuam baby maybe alive yet in it place pp sell baby part instead which repeal the 8th support,SARCASM
1063,extremely boring response but lovely to hear you are considerate about your customer,SARCASM
496,sweet dreams twitter,POSITIVE
1076,second on i m proud of my talent also,SARCASM
1166,word have meaning it s how we communicate for million of people for millennium on this planet the word woman in all it linguistic variation ha continues to mean biological female btw abusing people with opposing view to you is the actual definition of bigotry,SARCASM
892,lol mixture of two is bipolar depression and mania although they both do not happen at the samemood swing from depression to mania,NEGATIVE
117,i totally agree with you anna,POSITIVE
43,looking forward to the new website,POSITIVE
867,11 symptoms of depression in men and how they differ from those in women learningmind via learningmind1,NEGATIVE
321,oh i do things similar to this all the time thanks for giving it a name i am researching it now,POSITIVE
285,lololol i love a man in uggs,POSITIVE
1452,ah you should see all the tweet re the wall to catch the on this one,SARCASM
1454,haha what an disaster is talking about disaster,SARCASM
193,heading down to clear lake to meet ken and other coast guar aux for dinner hope the roads are clearnot feeling up to rowing,POSITIVE
233,wardrobes are often made of cheese so you can eat them,POSITIVE
527,can someone take my mushy depression brain and give me a new one thx,NEGATIVE
987,hay fever linked to increased anxiety and depression risk research finds via,NEGATIVE
1090,always love it when someone who can not spell there comment about ignorance,SARCASM
601,and depression,NEGATIVE
533,whereas shows on tv designed to make you feel guilty about being large regardless of whether you are otherwise happy at the size you are or notthose do wonders to improve depression in people right,NEGATIVE
1243,enjoying the of this citation paywall exclusion ha always been a major hindrance to tackling climate change denial agn otology climate emergency,SARCASM
1440,they want stand developed and free tix whole owner ha to fund player sale wake up,SARCASM
999,i do not get this obviously you do care or you would have moved right along instead you decided to care and troll her,SARCASM
302,awake loving arttm ff5 the maine and 30h3 more than ever,POSITIVE
354,good luck with everything it was great having you around,POSITIVE
1047,georgie hating on woman again i see only got her job in news by wearing a short skirt and low cut top,SARCASM
1306,you look triggered after someone criticizes me are conservative skeptic of ppl in power,SARCASM
1402,republished work from over a year back to add more background on this note these word are my own thought idea wisdom gained i have shared so others may learn from the abusive childhood i had how harmful pattern carry until stopped,SARCASM
797,i wish i had the kind of depression where i stopped eating so i could have my summer body ready in time,NEGATIVE
1033,thank goodness power wa back on after 16 hour could have been only in 2020,SARCASM
135,today is the day,POSITIVE
1011,hey but what do they have to lose asking for some black friend,SARCASM
101,the official result came out pr won 2 seats whereas bn only 1 seat congratulations pr,POSITIVE
286,ooooo what a change,POSITIVE
349,diggin mah new sweater,POSITIVE
850,take several depression naps like me bc bitch me too,NEGATIVE
1038,some in billy ray one and only hit,SARCASM
112,sooo i just watched disaster movie absolutly hilarious ur my idol,POSITIVE
1433,it is almost a if you were trying to outdo vice president pences address that you criticized in your last tweet,SARCASM
331,hahaha i know i am so uptight thank you handsome xoxoxoxoxoxoxox,POSITIVE
312,super tired it is too early to be awake on a weekend kings island later,POSITIVE
957,we are reaching that time of year when your seasonal depression turns into regular depression,NEGATIVE
366,great show the other night excited to do another,POSITIVE
631,almost half of adults with autism struggle with depression,NEGATIVE
296,what a lovely night,POSITIVE
110,came back from seeing 17 againn was gooddd &lt3,POSITIVE
487,i understand you just got to work on it haha chew gum when you feel like smoking my dad was a big smoker so i know these things lol,POSITIVE
886,depression and anxiety fucking suck while working,NEGATIVE
47,celebrating a minor banking triumph that is banking with a b got one to admit it was wrong,POSITIVE
926,depression is literally the biggest bitch,NEGATIVE
417,thought i might show my tardisd out ipod,POSITIVE
44,awww sweetness but he is still a cutie,POSITIVE
1295,because you probably will not be able to see these tweet,SARCASM
1272,naive opinion of what the campaign ran ran on hope and change then screwed you,SARCASM
1192,comment like this show lack of functioning brain cell,SARCASM
1061,no is not a no one felt we should have been there because of our schedule stepped up dug deep and eared the win over a tough opponent this post isn t intended to call osu a it s just being sarcastic all in clemson,SARCASM
589,i accidentally took a depression nap its been hours,NEGATIVE
536,response chris hipkins replied about students and depression ration of counselling 1998 2018,NEGATIVE
1480,i really need to hang a on every second of my tweet t__t no it is about their monster hunter world iceborne review and following tweet,SARCASM
1220,i tried to submit for a refund while on the flight but the wifi wa not good enough to let me,SARCASM
814,depression nap brb,NEGATIVE
1151,such shame that ppl like stand for pakistani actor but do not hv spine to stand for thr own hippocrates za ira wasim,SARCASM
788,tips for when depression or anxiety keeps you up at night   insomnia keeps our brain from enjoying a break,NEGATIVE
1122,these crook campaigned on trudeaus medium manufactured scandal rich karma,SARCASM
1179,wait your logical normal explanation doesn t fit this line of subtle attack by an impartial journalist on a candidate that ha a boring record but is appealing to a lot of voter oh that s right he s gay and white,SARCASM
816,stop shaping yourself around depression and anxiety and trauma that is in the past accept and experience you,NEGATIVE
754,they make me feel bad for having depression like,NEGATIVE
564,depression and no tears left to cry snatched me bold pictwittercom fxw7ygnmwy,NEGATIVE
1146,part of the reason for that is that being a domme is legal whereas being a prostitute is not most dommes don t want to mix the two for legal reason which is cool but they don t get that those strap on session count a prostitution so they are legally hooker too,SARCASM
920,and add mental health as a reason for absence n cedar little things like that and training teachers properly on how to spot children suffered from depression anxiety,NEGATIVE
1288,say the woman who is not white and her last name is not smith immigrant,SARCASM
169,qotd &quothey   i still have not told you guys the story about the english heritage fella and how he is lucky to be still alive&quot,POSITIVE
1421,and the pic for family were a war crime but no biggie they just put the life of all other service member out there in more danger and hurt the image of our nation on the world stage gop logic,SARCASM
917,what does a person do when they survive a severe brain injury depression and many panic attacks read about healing and using that information learned to help others in similar situations,NEGATIVE
1045,or you commenting on a story you seemingly have no interest in just say in,SARCASM
988,reading his other tweets he is trying to think positively after getting out of some mild depression funk,NEGATIVE
702,working theory regarding severe injuries after 2nd hpv vax 1st one inflammed immune system 2nd one along with meningitis vax sends them over the cliff just too much many of them developed acute depression after 1st hpv vax,NEGATIVE
1154,i would pas it on to my source at greggs but she would only have it taken off her again by uc,SARCASM
1,is reading manga,POSITIVE
756,not joking i think he has a bipolar disorder that causes manic episodes followed by periods of crippling depression this behavior goes back some years,NEGATIVE
1182,i am using the last nyt i will ever buy a crap liner in parrot cage the,SARCASM
1098,that is what comedy is for before that video i heard nothing msm omission is also deception,SARCASM
1059,every dentist i have ever known ha had a major sweet tooth themself story dam,SARCASM
438,is setting up her new macbook,POSITIVE
87,yay well do not i feel spesh,POSITIVE
1479,a senior citizen tweet at recruit yet i should get a life,SARCASM
205,are you sure bb,POSITIVE
388,oh i think i figured it out cornucopia=amazing i like the chocolate covered ones yyuumm,POSITIVE
1007,a they are the biggest bully of all,SARCASM
492,maybe a new beginning on drawing will follow,POSITIVE
1262,lucky you got that citizenship sorted out next offense they might throw you out,SARCASM
752,during classes bad depressionclasses over bad depression,NEGATIVE
1092,yeah let you sacrifice a boy future to make an example seriously a bit of empathy is no harm,SARCASM
71,going to paint my nails then get some foood,POSITIVE
128,daamnn i am not even going to ask if it was boringcome to hk,POSITIVE
1392,research would have proven fred to be either a incapable of googling or b spreading falsehood on purpose,SARCASM
1493,oh don the con thought vote rigged by hrc against him but it wa rigged by govt in his favor,SARCASM
809,kanye was one of my favorite rappers his older stuff is still top notch his change in behavior was sudden & occurred right after his moms death i am sure my depression anxiety makes me look like an asshole to ppl who do not know me he went on ellen & called out the rap  1,NEGATIVE
245,hehe yep i love car boot never usually buy much heh,POSITIVE
1484,i broke my foot my 2nd week but refused recycling,SARCASM
1419,might want to take your own advice buddy,SARCASM
651,i really do not know if twitter enhances my depression or if it is the because of it but i do not have anything else to do so i am going to keep annoying the mutuals who do not have me muted,NEGATIVE
55,nothing quite like finding good amp settings from a solid state amp,POSITIVE
873,i recently saw your netflix special your description of your struggle with depression rang so true to me hearing someone else say what i have been feeling for decades made me feel like i am not alone thanks,NEGATIVE
1245,show how much the poor bloke needed a holiday he wa not even thinking straight,SARCASM
173,i love you selena gomez you are so beautiful you are my role model and my idol i would be so happy if you reply to me,POSITIVE
177,tweetup afterparty at genji,POSITIVE
1384,think so australia ha a similar program a well i believe like the one the ont teacher pension fund invested in,SARCASM
475,then again there is this thing called twittercom   i quite like that too,POSITIVE
402,and i think you should do a cover of lucky by jason mraz and colbie caillat,POSITIVE
1021,hopefylly you qualify proceed then get collection of any fake glass you want but winning,SARCASM
864,fdr saved the 99 after gilded age wealth inequality greater today great depression w social democracy aka democratic socialism to give the 99 piece of economic pie n an unfettered unregulated capitalistic system bernie is our fdr 20 except dnc will not allow his win~,NEGATIVE
1178,bravo grofers for an amazing customer service i tried talking to them second time a i thought may be it is my money only i need to bother grofers is giving just free of cost product which is my need so i need to listen i m getting money to buy product gr of er,SARCASM
469,nh is a terrible solution for the reporting side of cqs daab was better at v2 than it is now but we will write it anyway,POSITIVE
832,me wow summer depression will not hit me this year i can feel itsummer depression pictwittercom 8xsqzsnnat,NEGATIVE
968,i wish my depression was seasonal smh,NEGATIVE
240,good night tonightmy journey on twit ends here until tomorrow see ya tomorrow,POSITIVE
938,ketamine nasal spray shows promise against depression suicide health   emoji rocketgrow your followers with,NEGATIVE
558,is there such a thing as seasonal depression but during spring summer asking for a friend,NEGATIVE
209,ready for some patron in hollywood for phatheads bday,POSITIVE
165,i love you baby,POSITIVE
1231,i forgot to add in there that is what i get for typing on my phone,SARCASM
198,oh good thankyou,POSITIVE
932,and it is never easy to bounce back once the relationship is done with you a low self esteem and depression are the results of such yhu haa ngeke emoji loudly crying faceemoji loudly crying face,NEGATIVE
625,do they teach history anymore the travails of modern youth are nothing compared to the great depression and world war two,NEGATIVE
207,hehe you are funny follow me,POSITIVE
1065,of course not america is not oil greedy,SARCASM
1205,surprising we can not find a middle ground with mile and mile of space in the middle you would think it be easy to find,SARCASM
459,no msn all night i would say i did pretty good,POSITIVE
278,ahh vampire haha you are not that pale naman ah,POSITIVE
11,finally i just created my wordpress blog there is already a blog up on the seattle coffee community,POSITIVE
1004,per your tag line never judge a book by it cover,SARCASM
1382,calling others gullible when you believed trump would drain the swamp and build a wall,SARCASM
1133,did not see that but read he wa bummed ab punch b c he should be safe at inaug,SARCASM
1407,wrong we beat dallas and the eagle and they both could be on the playoff,SARCASM
58,how bout some steppenwolf   magic carpet ride,POSITIVE
905,i talk about my passion for streaming and depression and stuff so make sure you watch this one,NEGATIVE
897,autism just means that the brain is wired differently and so it is sometimes possible to rewire the brain through a number of different ways prolonged homelessness depression etc all rewire the brain in some way so that it resembles an autistic brain homeopathy cured my dog,NEGATIVE
83,just a simple girloatmeal makes me really happy in the morningand the blooming wisteria,POSITIVE
725,have you ever witnessed the downward spiral of an overtired child from happy and alert to suddenly cranky what are the links between insomnia and depression dr tammra warby answers many of these questions here mindset drtammrawarby pictwittercom h7bm0tror4,NEGATIVE
1102,right because most people take their kid with them to commit burglary so what if she is never seen him if there is ten people living there they have a hundred relation she is never seen before plus friend nobody owes her an explanation,SARCASM
273,champagne breakfast bubbles went straight to my head tho lol,POSITIVE
1181,this wa 31 only 4 month ago today 125 and now people are interested in buying this after a 300 return in 4 month got to love the enthusiasm out there,SARCASM
124,happy gilmore is on,POSITIVE
516,i have both generalized anxiety disorder and v mild depression,NEGATIVE
1311,i take that back someone got a garden salad with thousand island and bowl of chowder tonight,SARCASM
1070,i would put money on the fact that you bet correctly,SARCASM
1150,if you read the story it came from ricketts if you phone the right people you get the answer you will be given in the new year oh dear indeed not fake news,SARCASM
1168,say the guy who praised the original tweet,SARCASM
1165,climate change sea level rise all the swamp will flood,SARCASM
744,instant depression cure,NEGATIVE
443,changed name to kind of match to mi real name so people i know can find me better plus elliewoo is fun to say,POSITIVE
99,no no you are mistaken my uncle is the pm of angamali any of these antwics there and you are gone case shavam,POSITIVE
1266,when the girl who worship ravana propagate anarchy saw ravana in real life forgot their revolution for anarchy went to police,SARCASM
843,if you are gunna dismiss the biological aspects of depression then cite mercury being in retrograde in the next sentence i do not want to hear it,NEGATIVE
703,i know someone that took 3 years to get over depression,NEGATIVE
436,i have been doing great thanks how are things at your end,POSITIVE
613,1 800 273 8255   suicide 877 226 3111   addiction 844 228 2962   eating disorder877 455 0628   self harm 888 640 5174   depression,NEGATIVE
696,i am pretty sure this is a sign of depression pictwittercom t01rmp4oq0,NEGATIVE
1171,hey snowflake shall we discus when changed rule used the nuclear option in 2013,SARCASM
716,irishmed t2 stigma even different amongst different diagnosis bpd seems to attract more stigma compared to depression,NEGATIVE
1093,ask trump how great a guy trump is,SARCASM
66,phillip schofield the schofe he is a legend amy you need to follow him he is on my page,POSITIVE
1225,should be i guess that it is you who not that,SARCASM
1172,so i am going to reply to her about the government doe not rescue thing can not believe that the uber lyft thing ha now spread like that,SARCASM
53,good morning miley,POSITIVE
183,goiing to reedbox to get some moviies,POSITIVE
424,i am going to superstar hush once more with feeling but really   it should be a btub long weekend,POSITIVE
258,congratulations i hate you,POSITIVE
445,she did not pick up i am trying to escalate it to someone above her not going to leave it that easy,POSITIVE
1344,those who themselves can not understand r calling others jackass,SARCASM
1347,haha bureaucrat say the former d c duncan mouthpiece bureaucrat oh the,SARCASM
1082,pti and ik are just contesting their case in which they accused pm without any proof,SARCASM
327,lol i bet the stations will be hearing from you alot let us hope the single is red hot,POSITIVE
1376,so the premiere symbol of nazi engineering the volkswagen ha become the target of people that love nazi germany,SARCASM
1359,no one should be attacked for their view except for the liberal that you scorn,SARCASM
450,i am replying,POSITIVE
435,is looking how to use realtek 8111 8169 with ubuntu server 804 lts,POSITIVE
462,greatest 13th wedding anniversary night tonight 2 nhl playoff games to watch with my wife how romantic,POSITIVE
1103,song tune incl i love china v people chanting anti establishment slogan,SARCASM
