,statement,type
1167,word have meaning it s how we communicate for million of people for millennium on this planet the word woman in all it linguistic variation ha continues to mean biological female btw abusing people with opposing view to you is the actual definition of bigotry,SARCASM
1168,sigh meghan ha to go helping those impacted by the grenfell fire in a way that empowers them developing a clothing line to help those indeed of business attire 4 interview bringing attention to uk charity 3 successful tour representing the uk it is all too much,SARCASM
1169,say the guy who praised the original tweet,SARCASM
1170,wow so glad twitter never notified me you replied yeah it is actually that blurry and i doubt anything can be done now because it is been a whole year,SARCASM
1171,always nice to get a complement from an islamaphobe,SARCASM
1172,hey snowflake shall we discus when changed rule used the nuclear option in 2013,SARCASM
1173,so i am going to reply to her about the government doe not rescue thing can not believe that the uber lyft thing ha now spread like that,SARCASM
1174,i can see is a clear present danger,SARCASM
1175,wow she really doe just repeat what others tell her i know she s joking so ami,SARCASM
1176,what utter drivel sturgeon ha the nerve to use the word democracy oh the,SARCASM
1177,sorry thought you catholic had a sense of humor,SARCASM
1178,it indian cricket council if i am not wrong,SARCASM
1179,bravo grofers for an amazing customer service i tried talking to them second time a i thought may be it is my money only i need to bother grofers is giving just free of cost product which is my need so i need to listen i m getting money to buy product gr of er,SARCASM
1180,wait your logical normal explanation doesn t fit this line of subtle attack by an impartial journalist on a candidate that ha a boring record but is appealing to a lot of voter oh that s right he s gay and white,SARCASM
1181,sound exactly like the way trump deal with reporter doe not it,SARCASM
1182,this wa 31 only 4 month ago today 125 and now people are interested in buying this after a 300 return in 4 month got to love the enthusiasm out there,SARCASM
1183,i am using the last nyt i will ever buy a crap liner in parrot cage the,SARCASM
1184,we do not spare kid of religion caste violence bollywood sex etc why spare them politics let you go all the way because most people do not get it,SARCASM
1185,i think you just got a rt from respect,SARCASM
1186,i do so hope that is meant to be sarcastic you crazy apocalyptic musician,SARCASM
1187,he did not support gay marriage in the 2008 campaign nor did clinton if you remember hypocritical,SARCASM
1188,you mean just like is sucking up to,SARCASM
1189,what irks me the fact that he did not sound intelligent in front of the intelligence community,SARCASM
1190,they are oblivious they could not possibly have stoked these flame,SARCASM
1191,is not muhammed considered the great deceiver to satan in christian bible i do not trust them,SARCASM
1192,a we all know liberal and democrat are time traveling warlock that feast on baby for their power so it make sense that we would not be able to see them on the video yep,SARCASM
1193,comment like this show lack of functioning brain cell,SARCASM
1194,try next time hard to tell these day,SARCASM
1195,so i can not access a video about voting barrier because of lack of caption,SARCASM
1196,exactly cuban are being targeted while islamist are building mosque unlimited under obama,SARCASM
1197,load of passion but still need three alarm cloc,SARCASM
1198,thinking the whole time mcconnell is the one keeping obamacare alive,SARCASM
1199,of course if suggestion wa ironic i will only follow ironically,SARCASM
1200,can not agree mor rohingya menace in jmu is sabotage 2 d ppl f jmu he is d mastermind f demographic invasion f jmu v d nationalist bt innocent ppl f jmu wr made 2 believe rejoice tht hez ist jmu cm he damaged jmu because mor than any 1 else,SARCASM
1201,give him a break he suffered a heart attack,SARCASM
1202,the good news he won t complain about how sore he is all week after putting this up,SARCASM
1203,their language defines their narrative acc to them aleppo ha fallen while palmyra is retaken syria,SARCASM
1204,bush wa cheney s puppet crooked donald will b putin who would known we would call cheney one of the good guy,SARCASM
1205,richard spencer wa talking about the lying medium distorting reality with headline like this,SARCASM
1206,surprising we can not find a middle ground with mile and mile of space in the middle you would think it be easy to find,SARCASM
1207,yes it is stop doing exactly what you are demanding the senator stop doing,SARCASM
1208,of course they do not they collected 1g a seat from their diverse viewer the elite,SARCASM
1209,especially with all the focus the medium put on the victim instead of email,SARCASM
1210,you do not think a peru bank is going to do the trick,SARCASM
1211,may 13 2010 wa a very sad day for mothership fan guess a good day for svu cast crew though,SARCASM
1212,that sounded a bit creepy now i am panicking you think i might be a stalker mental health,SARCASM
1213,surely cameron get suspended too i mean he orchestrated every thing right,SARCASM
1214,i wa set to fly to playa del carmen dec 1996 from my new city we sat on the snowy tarmac for hour then were told to go home and come back the next day eventually made it to playa but the wasn t lost on me snowpocalypse2020,SARCASM
1215,if you d taken out all the tree instead of hugging them then there d be no fire stay safe come together fuck murdoch,SARCASM
1216,and yet you are the one who refuse to acknowledge the result of our election s lack of self awareness,SARCASM
1217,sad you had to add can we get off this ride yet,SARCASM
1218,you will not defend your because but you will criticize other woman who are brave enough to stand for what they believe,SARCASM
1219,like i do not like using people appearance to insult it is petty distracts from the real evil they have done but,SARCASM
1220,can not wait until they have to petition the european court of justice,SARCASM
1221,i tried to submit for a refund while on the flight but the wifi wa not good enough to let me,SARCASM
1222,paciorrety ha to hone his defensive play before getting promoted,SARCASM
1223,this is one of those tweet that did not come across a intended is not it where you needed the,SARCASM
1224,i am 49 and i have just asked working class people do they know poshpainter they said only via owen jones,SARCASM
1225,perhaps i should have added i really did not think it wa necessary,SARCASM
1226,should be i guess that it is you who not that,SARCASM
1227,on the other hand bloomberg obviously is concerned michael bloomberg owns 3 plane 2 helicopter 6 boat 11 house 42 car yet suggests we should all take the bus to help fight climate change,SARCASM
1228,disgusting and ur tweet is actually what scum would write,SARCASM
1229,it s etc short for et cetera meaning and the rest don t worry about latin anyway legaltips it s a dead language democrat are dull witted,SARCASM
1230,saddam wa more evil more powerful and more dangerous removing him with any kind of strategy must be beneficial to america and saving american life,SARCASM
1231,saw something like that finally misspelled du bois a de bois just after one on sign of bullying,SARCASM
1232,i forgot to add in there that is what i get for typing on my phone,SARCASM
1233,you say he is a simpleton yet your grammar suggests you are a bigger simpleton salty,SARCASM
1234,the fact that the one person who could have ensured a fair trial with witness and evidence is complaining about fairness after he ordered witness to not testify,SARCASM
1235,uh oh wa too un pc for you do you need a pro safe space to protect your feeling,SARCASM
1236,you idiot doe not care about hispanic he will call you an anchor baby but by all mean support him,SARCASM
1237,funny you should mention fear she is known for the poem our greatest fear about acting from power instead of fear,SARCASM
1238,if the crusade were so long ago than do not bring up jesus since we are talking shelf life,SARCASM
1239,note to myself when trying to be funny add an hashtag,SARCASM
1240,you re right corruption started in january of 2017 my bad,SARCASM
1241,where is the empirical evidence that they did even if you produce some there r ppl that will deny it m robert is a loony,SARCASM
1242,she forgets how trumble hung off packer coat tail,SARCASM
1243,thanks sweetie i am from salem area you you were so funny we have similar personality got to love it,SARCASM
1244,enjoying the of this citation paywall exclusion ha always been a major hindrance to tackling climate change denial agn otology climate emergency,SARCASM
1245,for that you would get serious jail time,SARCASM
1246,show how much the poor bloke needed a holiday he wa not even thinking straight,SARCASM
1247,you mean like melania did worked here without the proper visa then lie about it,SARCASM
1248,no more than the word crooked collaborate or traitor in chief,SARCASM
1249,i can not believe they traded for that guy gave up way too much,SARCASM
1250,of mizzou fan worry about ku football because they have nothing to speak about w their team,SARCASM
1251,say the guy who declared there is no evidence then asked to peer review it,SARCASM
1252,a farewell address and the last scheduled conference are two different thing,SARCASM
1253,give every child a jar of jelly bean the one that horde them to themselves identify a conservative and they are not to be made fun of ok the one that share with others are liberal and they are fair game for teasing regardless of age,SARCASM
1254,these woman completely lack attractive feminine feature why do most feminist resemble men,SARCASM
1255,it wa also checked to eliminate the same synonym,SARCASM
1256,nope look like i deleted dropbox from my phone due to storage issue,SARCASM
1257,i like to leave fragment lying about for others to find and identify,SARCASM
1258,so now we just have the biggest elitist of all running the country,SARCASM
1259,dude dressed to the nine will cry gold digger if woman pursued assumed they have big money,SARCASM
1260,got a car using mobile phone and computer then whinging about coal your lifestyle is powered by petroleum mate yet you do not say no to computer,SARCASM
1261,there is not any he know that that wa the point check out a man life b4 assuming you know him ffs,SARCASM
1262,some tuam baby maybe alive yet in it place pp sell baby part instead which repeal the 8th support,SARCASM
1263,lucky you got that citizenship sorted out next offense they might throw you out,SARCASM
1264,it always amuses me greatly how trans want people to accept them for who they are yet can t even accept themselves for who they are hypocrite stunning and brave,SARCASM
1265,but but they also rx sglt 2i and or dpp 4i so high carb ok,SARCASM
1266,fan fact the station is on the isle of dog ironic alanis morrisette moment,SARCASM
1267,when the girl who worship ravana propagate anarchy saw ravana in real life forgot their revolution for anarchy went to police,SARCASM
1268,yup if that happened in game 6 this conversation would not be happening,SARCASM
1269,i do not know guy the guy with 2000 atbats ha not had enough time in the show to reveal his true color,SARCASM
1270,and coon are brown black wear a mask you ppl are idiot no able to see the of this,SARCASM
1271,who us stop well at least no one here on twitter lol,SARCASM
1272,i liked that he covered his face with a scarf on way out of court,SARCASM
1273,naive opinion of what the campaign ran ran on hope and change then screwed you,SARCASM
1274,woman strive 2b treated a equal not just housewife you all counter w shopping boycott dumbass,SARCASM
1275,big fan of asset sale management but you should keep your sporting political allegiance to yourself,SARCASM
1276,the she is afraid to go to saudi co she is anti hejab and a lot of moslem woman afraid to go to the co of anti hejab,SARCASM
1277,hey i really think not that because season 1 is the best thing ever so that he got something better to do,SARCASM
1278,i forgot the cake and now i am in the dog house,SARCASM
1279,are person with autism even sentient at all,SARCASM
1280,except he didn t say a death wish did he,SARCASM
1281,yeah obviously i had to cushion my laudatory oasis take in not one but two your da joke,SARCASM
1282,when lit all trump product are made there,SARCASM
1283,so he refers to her a angry c nty and stupid while simultaneously accusing others of being hate filled,SARCASM
1284,say the person singlehandedly defending ben on every tweet,SARCASM
1285,remainers were even more clear about what leave meant,SARCASM
1286,a a 100 brexiteer i have been won over with your eloquent and sophisticated campaign,SARCASM
1287,what a sicko actually asking for a kiss instead of just getting it over with and kissing,SARCASM
1288,i commented you continue with hate and speaking of bubble hillary is about to pop,SARCASM
1289,say the woman who is not white and her last name is not smith immigrant,SARCASM
1290,yeah so self destructive multi billionaire president elect election hangover,SARCASM
1291,when dgse collapse everyone will assume it is due to an exogenous shock not it own inherent failing,SARCASM
1292,good observation but this made in america social channel will allow the boycott usa to gain strength,SARCASM
1293,oh no you re right i mean the abc ha not been providing service to people living in the bushfire area have they,SARCASM
1294,no we must only think one way anyone who disagrees with me is worse than pond scum and should be launched into the sun,SARCASM
1295,you have embraced trumpism but it is who fell for the con now that is,SARCASM
1296,because you probably will not be able to see these tweet,SARCASM
1297,most of my guy in the builiding trade are non uk national,SARCASM
1298,what a bullshit argument smh you claim to be about no bullshit too,SARCASM
1299,notice the rioter never riot in the suburb they riot in the democratically controlled urban area,SARCASM
1300,yeah i probably should have included in previous tweet,SARCASM
1301,right there w using a private email server being nominated for potus then having ur party email hacked by russia,SARCASM
1302,but for any man who step over the patriarchical beauty ideal thrust upon men by the beauty industry that apart from just a bigger layer of fat these obese woman are just a high quality a top tier woman,SARCASM
1303,we simply want to be left alone to live work they want to not leave you alone but to control you the,SARCASM
1304,and the a tudents y elder mother doing it peacefully all these day,SARCASM
1305,you could argue he saved lfc many of the people who came together to oust him were the same who forced gillette hick out,SARCASM
1306,truth monkey refuse to use his real name,SARCASM
1307,you look triggered after someone criticizes me are conservative skeptic of ppl in power,SARCASM
1308,i have spent a few day in the uk and let me tell you i am lucky i survived you can not walk anywhere without getting splashed with hot tea hit with a footie ball or trampled by a knight on horseback so many peril,SARCASM
1309,joining the communist party like trump you mean,SARCASM
1310,it s not stupid nor bias to share a thoughtful reflection on a moment in time it is to dismiss it a stupidity,SARCASM
1311,won t we be able to see tweet once we leave europe,SARCASM
1312,i take that back someone got a garden salad with thousand island and bowl of chowder tonight,SARCASM
1313,why did not you express this view 2 obama 8yrs ago when he still disagreed w gay marriage,SARCASM
1314,horse apple united europe is a failed experiment and wa always destined to be europe is too diverse,SARCASM
1315,he did not use the word massacre but because his statement wa a fake news a bowling green it wa added because,SARCASM
1316,i know shocking right accusing you of being close minded xenophobes while systematically abusing you,SARCASM
1317,you jump in to a convo to police other people opinion about tv,SARCASM
1318,because that is what obama told everyone but now you blame the republican that is rich w history,SARCASM
1319,whoa slow down is this why my internet is slow you are hogging it all up,SARCASM
1320,she ironically is in rehab you cruel frien,SARCASM
1321,or that they want to replace flynn with a man who plead guilty for mishandling classified doc hypocrisy meet,SARCASM
1322,virgin airline do not help but then neither do the tory party,SARCASM
1323,are you really that ignorant smh interesting too that you are calling the church a liar when in fact you support a wh guy who ha lied over 15000 time since setting foot in the wh talk about and idio cracy and a convoluted sense of no value,SARCASM
1324,sick burn i think i will stick to mocking trump cultist sheep it is more fun,SARCASM
1325,the is that the democrat do not realize that by embracing liberal fascism they are signing their own death,SARCASM
1326,hey hey hey the candidate should not be talking abt fact,SARCASM
1327,rallied only pointed out the of inequality reversed glass ceiling,SARCASM
1328,i just tweeted the prior note a home away commercial come on,SARCASM
1329,it is funny because a fb page with fdr picture is reacting to internment camp threat,SARCASM
1330,is a much a hysterical reactionary idiot a any democrat of the 19th century gop party of lincoln democrat enjoy,SARCASM
1331,aw cheer yes i am way more humble than all those other bastard,SARCASM
1332,if you cared about truth you would have never sent this tweet that is what is so amusing about it hypocrisy,SARCASM
1333,and what would a big issue seller have against socialism and empathy,SARCASM
1334,everyone scott included the laughing emoji with tear clearly he did not really mean what he wrote passive aggressive keyboard warrior,SARCASM
1335,judging by your grammar your own english is very poor do not betrayed,SARCASM
1336,please read your own tweet back to yourself really slowly repeat until you have urge to bang head on desk,SARCASM
1337,update it is just a broken user profile bad news the create new user option is one of the thing that doe not work good news i would created an account for my daughter year ago logged in with that and everything work great now to get my profile fixed replaced,SARCASM
1338,the speech wa about giving up access to yr biggest market which tm say is good for uk bad for scotland,SARCASM
1339,don t tell lie on the man now lol he beat a corpse i mean a man in his 3rd pro fight who wa 14 3 1 which turn out to be the best opponent statistically he s fought to date,SARCASM
1340,of course it is still possible for the referendum to take place on 23 april the 97th anniversary of parliament foundation,SARCASM
1341,but but but hillary used a private email server took money 4 speech drain the swamp,SARCASM
1342,you re so brainwashed and hateful yet you talk about knowledge,SARCASM
1343,so their leak make them patriot cool so now by default wikileaks is the paradigm of patriotism,SARCASM
1344,what is this unpatriotic attitude trump will make america great again no need to save gop,SARCASM
1345,those who themselves can not understand r calling others jackass,SARCASM
1346,but brum is handier for me than london can stay over with ukip dad,SARCASM
1347,say the naxalite in chief of india comrade just killed itself,SARCASM
1348,haha bureaucrat say the former d c duncan mouthpiece bureaucrat oh the,SARCASM
1349,your candidate like your show is a loser btw you put trump in the wh by goading him the correspondence dinner,SARCASM
1350,or how about they are substantiated claim look like trump is the one under investigation now,SARCASM
1351,uff i am so releaved i thought we might have real problem so here we just need some more preventive policing and putting all left wing green antifa weirdo away that should do the trick and everything is back to normal right,SARCASM
1352,i honestly thought brit are more educated lol most no nothing aside football and brexit you mean most know nothing educated go back to school,SARCASM
1353,moronic flat der per refers to actual intelligent people a retarded,SARCASM
1354,bro heard of butterfly effect btw the tweet wa a joke chill man,SARCASM
1355,if br exit wa a protest vote against the establishment why is it that the deepest established of all are getting to it do their way,SARCASM
1356,and the award for i do not get go to,SARCASM
1357,but it is all due to obama the man who could not envision these outcome by his own admission somehow stumbled upon the policy that are producing these result according to the left,SARCASM
1358,i did not have enough character left to add lol,SARCASM
1359,and while they are at it teacher should also split themselves in two so they can monitor and provide support to both group at the same time or you know support our school give them the money they need to hire teacher and increase infrastructure able g,SARCASM
1360,no one should be attacked for their view except for the liberal that you scorn,SARCASM
1361,thanks for the like seems my original tweet ha been removed not so charitable,SARCASM
1362,say the person touting phd but can not spell and lack critical thinking skill,SARCASM
1363,theresa may wa not elected 75 did not vote for them and 29 tory being investigated for tory election fraud,SARCASM
1364,ben carson can not tell apart a tomb from a silo becomes the you secretary of housing and urban development,SARCASM
1365,i agree user rating number are a shamble i sent an email to you on my new phone so not sure it even went through possibly,SARCASM
1366,wow social team is just amazing so responsive to their customer really make me want to go out and spend another 700 on a suitcase that may or may not make it all the way to my destination in one piece missed opportunity wtf,SARCASM
1367,that is true unfortunately devs are not taught empathy we like to take fast gain in short term and big loss in long,SARCASM
1368,you seem like someone who doe not smile enough especially when told to do so,SARCASM
1369,great now i can watch sky cast version neat,SARCASM
1370,but you did read it and bothered tweeting about it,SARCASM
1371,you call others racist demean their intelligence yet spew anti black rhetoric while not understanding basic math,SARCASM
1372,lmao now use that pseudo logic on trump s refusal to cooperate with myriad investigation,SARCASM
1373,gee and all under the leadership of the deceitful secretive machiavellian i wish he wa back,SARCASM
1374,yes keep running it till you get the answer you want oh wait br exit shamble,SARCASM
1375,love how you write about the coup in your article but don t mention the electoral fraud are you trying to report the truth or just what is convenient to you there wa no coup a power greedy autocrat wa overthrown,SARCASM
1376,so if this were actually avenger endgame you are all on the side that lost,SARCASM
1377,so the premiere symbol of nazi engineering the volkswagen ha become the target of people that love nazi germany,SARCASM
1378,1 i know in alt reality speaking unflattering inconvenient truth about team trump hate but is,SARCASM
1379,the youtuber in question channel is literally here this place i went to and some interesting fact about it,SARCASM
1380,and country w of tax and regulation infrastructure r likely to solicit travel ban,SARCASM
1381,but why call him up to the big club,SARCASM
1382,hey do not tell me what make a fascist you fascist,SARCASM
1383,calling others gullible when you believed trump would drain the swamp and build a wall,SARCASM
1384,it is discipline for alexis being selfish and making it all about him,SARCASM
1385,think so australia ha a similar program a well i believe like the one the ont teacher pension fund invested in,SARCASM
1386,i love the fact that your profile photo is orson welles a self proclaimed progressive leftist,SARCASM
1387,we could have 55 point when we go to castle greyskull,SARCASM
1388,the guy who repeatedly said the election wa rigged object to a recount to see if it wa rigged,SARCASM
1389,oh tom with all due and more importantly earned respect,SARCASM
1390,you actually tweeted this nonsense and spoke of backward people,SARCASM
1391,taken too much time pointing out in the play and should focus on of trump asking for civility,SARCASM
1392,your blind belief in every word trump speaks is the definition of sheep,SARCASM
1393,research would have proven fred to be either a incapable of googling or b spreading falsehood on purpose,SARCASM
1394,i am sure the news will be full of huge crowd at the door and people fighting over the latest gizmo,SARCASM
1395,this should be our biggest criticism of the brown organization like the pony express wa not available they could not send it by carrier pigeon,SARCASM
1396,biden whom work with republican to pas right wing legislation joe biden who said paul ryan wa right to want to cut social security and medicare would never pick a rep vp to restore the soul of a nation,SARCASM
1397,no educated loving woman could possibly be conservative and certainly not have voted for trump,SARCASM
1398,countered with climate change activist stuck in ice they said wa gone you are welcome,SARCASM
1399,every thing is justified when it about ummah,SARCASM
1400,the new administration seems to be all about,SARCASM
1401,til they go to walmart all their food good cost more they do not make more money at work karma,SARCASM
1402,irony also not understood on twitter unless one explains it via the hashtag,SARCASM
1403,republished work from over a year back to add more background on this note these word are my own thought idea wisdom gained i have shared so others may learn from the abusive childhood i had how harmful pattern carry until stopped,SARCASM
1404,why shearer got his goal ruled out at the world cup if we played by the rule he may not have led elbow 1st,SARCASM
1405,omg hashtag needed for like the next 30 day,SARCASM
1406,but some christian enjoy finding reason to hate,SARCASM
1407,it is a shame machine learning wa not invented when it took them 15 year the first go around,SARCASM
1408,wrong we beat dallas and the eagle and they both could be on the playoff,SARCASM
1409,dems playing the class warfare card it worked well for them in il nj ny,SARCASM
1410,someone is new to lol i have been watching the monkey in chief 8 yr he is shown me all i need know,SARCASM
1411,oh the irony that mercury containing flu vac is pushed by mercury news cdc whistleblower vax xed,SARCASM
1412,i think someone must have missed the silent on my comment because i appear to have been blocked my comment wa in fact supportive of the premise of the ops tweet,SARCASM
1413,player in footage subjected to worst racist abuse ever seen at a football match by the very same fan who posted it,SARCASM
1414,just give the max yearly amount and they will stop calling,SARCASM
1415,apparently take offense at people calling out fact he can not spell dickenson correctly i must have hurt his itty bitty feeling i feel so bad,SARCASM
1416,ha ha have you even heard of the trump foundation this is the definition of,SARCASM
1417,it really doe not that is why using is a great resource so people will not mistake you for being a d bag,SARCASM
1418,do you know the history bout how america started or doe applying for citizenship only count after white colonization,SARCASM
1419,wow he is really good we should all listen to him,SARCASM
1420,might want to take your own advice buddy,SARCASM
1421,grouping million of people under close minded is being close minded itself,SARCASM
1422,and the pic for family were a war crime but no biggie they just put the life of all other service member out there in more danger and hurt the image of our nation on the world stage gop logic,SARCASM
1423,i only named famously right wing murderer are you forgetting what you tweeted that i responded to,SARCASM
1424,say an man with no interest in politics until his 70 a you pol,SARCASM
1425,maybe we should lock up everyone that look like him too,SARCASM
1426,yeah east tennessee high school football suck they never win championship in that grand division of the state,SARCASM
1427,this entire election trump supporter screamed how evil wall street wa now wall street is entirely trump cabinet,SARCASM
1428,how hard can it be to program the most complex unpredictable thing in the world,SARCASM
1429,brit living abroad tell me they have left the uk due to too many foreigner who do not speak english,SARCASM
1430,and of course no one can be right but you,SARCASM
1431,like having to withdraw from a disability course because you have too much to prepare for employment tribunal,SARCASM
1432,ha i love how you are trying to spin it to me being sensitive when you are policing the protest from your keyboard,SARCASM
1433,imagine when we actually get some talent what he can do,SARCASM
1434,it is almost a if you were trying to outdo vice president pences address that you criticized in your last tweet,SARCASM
1435,were not centrelink staff on strike last week because the gov refuse to give staff a payrise,SARCASM
1436,big ot ry noun intolerance toward those who hold different opinion from oneself fit your comment perfectly,SARCASM
1437,i wa watching almost all day in my pajama wa not upright till about 4pm so same,SARCASM
1438,i remember reading this piece leo one note performance fetched him an oscar,SARCASM
1439,in the midst of telling someone they are plagiarizing you use the term mcnugget to refer to conor,SARCASM
1440,hahahahah i think it a direct tie in,SARCASM
1441,they want stand developed and free tix whole owner ha to fund player sale wake up,SARCASM
1442,it s really funny that there are people who will criticize another one behind a keyboard and still follow those they criticize what an ego,SARCASM
1443,a common thread exists though those attacking glenn greenwald all supported the regime change queen hillary clinton,SARCASM
1444,mashar achakzai and maulana always speak of constitutional and democratic superiority while going opposite of both in fatas case,SARCASM
1445,yeah about that for a communication company you are not so good with the communication csr helping now,SARCASM
1446,that is uncanny example of the world we live in,SARCASM
1447,those people who called you a who are just voted for a russian who are to be president,SARCASM
1448,i guess i could have said it wa part of my since the rest of my sentence wa grammatically incorrect but oops,SARCASM
1449,the fact that you use the term brainwashed encapsulate this discussion right next to 420,SARCASM
1450,imagine having so little self awareness that you have trump 2020 advisory board in your profile but you call other people grifter,SARCASM
1451,it is beyond hilarious that a website search engine optimism company doe not have a website,SARCASM
1452,it is the of what work in this current mindset of mass consumption wannabe fast due to caused by and being just another and is the light bringing color back to this sad world of and,SARCASM
1453,ah you should see all the tweet re the wall to catch the on this one,SARCASM
1454,irony atleast they do not need advice on carrer leave abt love marriage,SARCASM
1455,haha what an disaster is talking about disaster,SARCASM
1456,so you r not supporting what ur brother died protecting democracy sovereignty and fr you,SARCASM
1457,yep we just make it up to scare everyone it is got nothing to do with looking at model data for literally hour you caught you nl wx,SARCASM
1458,no no there aren t there are a few and doesn t like the few doe he labour antisemitism never corbyn ge2019,SARCASM
1459,exactly all speech is free do not like it too bad that flag you are burning protected that right,SARCASM
1460,look another privileged white person speaking on behalf of the underprivileged black and brown people because clearly they can not defend themselves low key racist,SARCASM
1461,lol you want to send the straight to the gulag do not you brain damage never go full goebbels,SARCASM
1462,lmao you should ask him what he is doing there probably skiving,SARCASM
1463,i wa being ironic trying to sound like the donald thereby the,SARCASM
1464,press conference mid dec with implementation on jan 1 but no detail given re pricing downtown business must be loving the suspense and feeling the support from the why would anyone plan a day downtown especially during winter,SARCASM
1465,i don t know if this is or life under a rock,SARCASM
1466,the of that tweet a you have a picture of a murder gang a your header,SARCASM
1467,it those mp your or should i say you are currently defending that allow murdoch and the like to prosper,SARCASM
1468,1st amendment only applies to the government not private corporation so you are factual wrong,SARCASM
1469,i have no idea what you are talking about yet here you are complaining on twitter about somebody on twitter complaining about a leader of government,SARCASM
1470,much like trump stance on pretty much anything eh edward,SARCASM
1471,lol there r many serious issue in ghy n they are running after a park,SARCASM
1472,oh look a trump sycophant is cry that people are not being politically correct on twitter,SARCASM
1473,i think you are right primary school tag only here no tackling got the cane for physical contact,SARCASM
1474,because the gop ha been soooo much better in addressing the need of minority community,SARCASM
1475,sorry for the distraction but when million have no food 2 eat a section of the society debate which food habit is superior,SARCASM
1476,good portion of sample may relate to it better humor is funny though not everyone think it is funny pun on purpose,SARCASM
1477,funny coming from the asshole who belief in a sanctuary city,SARCASM
1478,you sit behind your pc slating others and then produce tripe yourself,SARCASM
1479,that is rich coming from a man that interfered w many election including israel credibility,SARCASM
1480,a senior citizen tweet at recruit yet i should get a life,SARCASM
1481,i really need to hang a on every second of my tweet t__t no it is about their monster hunter world iceborne review and following tweet,SARCASM
1482,but it the human creating robot and substituting human labour with them,SARCASM
1483,not a problem they will freak out just like you did about trump you are not too bright are you whoosh,SARCASM
1484,that is the same reason that i do not like those apps autonomously posting about me,SARCASM
1485,i broke my foot my 2nd week but refused recycling,SARCASM
1486,it should read you could start an economic collapse or worse a nuclear war with a typo,SARCASM
1487,because wwe and vince care about the health of their star,SARCASM
1488,wait the former teacher is a corporate cut out but the russian backed billionaire is not,SARCASM
1489,no such thing marcus you re living on earth 19,SARCASM
1490,i am glad you put there bc otherwise i would have been very alarmed holocaust denier sure did ruin my innocence lmao,SARCASM
1491,and you feel muslim immigrant should still live off indian tax payer by excluding them from the caa india is protesting because they feel their citizenship is in danger not because caa is discriminatory against the muslim,SARCASM
1492,brainwashed twit w anti hindu peta use animal 2 divide power while trish a do real work,SARCASM
1493,what a good guy so nice of him,SARCASM
1494,oh don the con thought vote rigged by hrc against him but it wa rigged by govt in his favor,SARCASM
1495,funny how the majority who voted leave were old people a opposed to young,SARCASM
1496,funny how you have built an entire business and name for yourself by slandering god without god you would be nothing,SARCASM
1497,angry polarizing conservative hater still insisting that the prime minister is divisive,SARCASM
1498,yes because it is totally your responsibility to validate angry pissbabies and their feeling of overcompensation and mansplaining there is no way that they are responsible for their own feeling and doing the research before thinking that random people need their help,SARCASM
1499,doe that mean all his descendant are bastard since they married in a church he set up oh the,SARCASM
