Unnamed: 0,type,statement
847,negative,asked flight attendant what typical compensation would be amp say we might get free tv unacceptable
1481,neutral,maybe it is just a machine
448,positive,kudos for adding passbook to your app i love it
4757,positive,have a great week
88,negative,do you not try to get customer to their destination no help to get on another airline if you had no flight for day
4286,positive,thank you
1239,negative,i have been tryin to use my voucher to book a flight the last day line are busy plse help methe flight may go up
1258,negative,on hold for hour you know what just keep my money
392,positive,thank you thank you thank you my last attempt to win destinationdragons ticket wa a success i could not be happier
5900,positive,that would be great
2590,neutral,no thanks
3001,neutral,kid on a mission trip from lasalle stranded in orlando area they can not get back to bos or pvd till wednesday
1568,positive,is expiring the offer to buy or transfer united mileageplus mile with discount many offer during a year http tco tzimqzlg
2963,neutral,leisure military personnel for safety reason r highly recommended to not travel in uniform
4840,positive,yes to more food add some gluten free option while you are at it
3024,positive,thank you for the cheese platter and abundance of entertainment option time just flew by
342,negative,i can not even use my return flight home because the change fee you charge are too expensive forcing me to purchase a new ticket
1202,negative,you are failing your customer because your check in process doe not link to tsa pre check
4133,neutral,mark th year with bluemanity plane design http tco enaxbues http tco klxivnbcyh
1271,negative,service for baggage at jfk is incomprehensible no employee know where our luggage is frm flight lax to nyc it an hr wait now
878,negative,i did still have not heard a thing
3762,neutral,s in flight promo on their tv includes brian williams tough to edit that quickly not a complaint just an observation
2436,positive,always enjoy my time now on the plane to dfw
752,neutral,i am in let u do this
651,negative,could have voided the ticket since it wa gt hr since flight booking problem are you going to waive the fee still can not get through
3098,neutral,could really use your help getting our bag at iad we are headed to yow but now going to yxu
2667,neutral,destinationdragons any tix to spare i want to go see the show on friday in la with my friend
1874,positive,thanks for replying i feel a little better we will see how it go
4322,neutral,even on international flight glasgow to the u then what about orlando to newark all min
1318,negative,miami phl flight cancelled flightled just a i got to the gate no one from aa around no one on the phone awful awful awful
570,negative,total lack of cust service for a mom flying solo w baby will not be flying w am air again
996,positive,i will a soon a i am done with my article thanks tom
825,negative,what is the deal with the flight computer network
1343,negative,had me on hold foreverrrrrr
2589,neutral,state faundation wa by faith judeo cristian it wa by ideologias http tco mwbkka
708,neutral,why we can not have nice thing rt our fleet on fleek http tco hprppcvhx
265,neutral,flying out of stl saturday where they are expecting ice amp snow when should we start looking for travel waiver thanks
1750,neutral,currently rebooked thru dallas but i hear they are expecting an ice storm sigh strandednyc
4529,positive,thank you so much how will you be able to contact me
2524,neutral,try harder take a winner attitude to your work
1455,positive,you are one great airline
4532,neutral,i will be checking often most probably when they hand the oscar out to the nerd geek and badly dressed
4846,positive,on sunday can not wait see you then
4477,neutral,what is your policy on flying after surgery
940,negative,if a business decision is made that inconvenience and possibly cause lost customer is it a good business decision cranky
1851,positive,chicago seen from seat a aa so far a great ride on to p http tco xrsvagijn
1182,negative,is there a way to reserve a veg meal online for a flight to brazil tomorrow i have been onhold for more than hour
5011,positive,thanks to kevin and team at fish at phl for some great service recovery tonight appreciate it
14,negative,you are killing me sche a flight to board min after mine arrived with gate on other side of airport genious
3148,positive,thanks for asking on second plane after maintenance issue for flight from ord to lit sitting at gate in very very warm plane
2088,positive,ok thank again for your help
1739,neutral,is there an email address i can reach too long for a dm
728,positive,thanks for being so good to u military folk it is cold in stlouis but i sure enjoyed my flight http tco rcdhqj
767,neutral,i wa not the one traveling i wa asking for my sister who wa waiting on my nephew in midlandflight eventually landed
3910,positive,wow that is helpful
658,negative,you idiot kept an on time plane on the tarmac for over an hour forcing u to not be there minute before
1491,negative,direct message not going through please help
4749,positive,big thanks to ricardo olavarria at reagan airport fixed our ticket and made sure we made it for our friend wedding greatservice
943,positive,aa on time and awesome flight great job american
1303,neutral,absolutely my girlfriend and i will be flight booking problem our mexico flight in the next day or two will send a tweet when it is done
1222,neutral,can you provide me with info about checking stroller and car seat cost restriction need to bring seat stroller
1413,negative,thanks for the responsetough night for all involved our flight got cancelled flightled a we started taxiing down the runway
759,negative,due to gate agent i missed my connecting flight to mexico citynot a happy customer aa let u correct this
2550,neutral,new marketing song http tco flfulcbq let u know what you think http tco wbhbljjks
3341,neutral,could you please tell me if there is a way to add a rr to a flight that already took place
3555,neutral,just disappointed with the flight booking problem process and addl fee to sit together on a more crowded flight not impressed so far
1737,positive,had me at their safety video http tco cqmmnuem loved my first cross country flight livewelltraveled sytycd
805,negative,she told u we had to drive back to drop it off so they could attempt to fix it really do not have time to do that terrible
4519,positive,thanks for listening doe not mean i do not appreciate you
1256,neutral,i would go for rd time to jamaica to volunteer w at risk youth flyitforward dc stpatricksfoundation rotary
3192,neutral,pretty sure he is saying ricoh had great service down at bos happytohelp
4972,positive,just realized i had the wrong departure date thanks for making change easy
142,neutral,thank you for your response
1004,positive,tbt every day
834,negative,why is your website downnnnn ugh
130,negative,quick serious question any resource rating showing the quality of service is better than th place http tco dewithpew
484,negative,no they offered the flight i paid then they changed itthis is the nd time you have done this to me ruin cruise plan
3251,positive,tv stream mean i get to spend my flight watching and woman world cup final throwback bestflightever
3727,neutral,i am flying on one right this minute
718,negative,i would take the voucher you offered for miscounting the of seat on your plane but that mean i would have to fly you again
124,neutral,we even offered to fly in to another airport and they said they could not do that no explanation why they can not
5776,positive,it is really the small thing the detail that make an excellent experience or a really irritating one
4370,neutral,should be seeing this sunset from st john usvi not philly http tco dndoepqukz
3246,positive,thank you for the help
1105,positive,is my favorite airline i can not wait to book my flight to new orleans for my trip in april
3883,neutral,there is a current cancelled flightlation in indianapolis my girlfriend is stranded any idea or help you can provide
4981,positive,i see what you did there
3642,positive,landing in anchorage then on our way to fairbanks http tco fjkvqmbmas
663,negative,wa not just a delay your counter would not take a valid cac card a a valid id which is needed for a tsa precheck on pas
3016,positive,beautiful shot thanks for sharing using flyfi to post your welcome not on this flight it wa a quickie
4797,positive,my fav
1023,positive,i will thank you
757,negative,is that the same reliable system could not find my info and then said it refund my credit card
552,positive,me amp are best friend because of any chance we could get ticket to destinationdragons
3668,neutral,yo give their plane back they are mad amp threatening to take away my companion pas love
1229,positive,another perfect flight how come on your plane the sun visor can stay down other carrier make you raise them
661,neutral,hi there i am flying myr clt ord tomorrow is weather looking ok or problematic
371,negative,change fee same price of new ticket not logical
873,neutral,second pic from cdg
2984,neutral,hook me up with a free trip to barbados and i will tell you the secret beach to see
5052,positive,awesome thanks on hold now
518,negative,never flying with you guy ever again the customer service is piss poor at best
799,neutral,thank you for the info change need to be made over the phone correct is there any way an aa agent can call me directly
4391,neutral,help i wa on flight from jkf tonight seat c left portfolio need it back
481,positive,thanks i actually made it my connection flight wa delayed guess all delay are not a bad thing http tco xggcntcom
5648,positive,i heart my cp status sure would be nice to have though
1544,negative,my son left his tablet on plane am out of country and can not call easily is there an email to contact
505,neutral,any word on whether or not flight from seattle to charlotte will have connection held or
2898,neutral,and the from team to offer in flight access to journal nassau news live http tco ebxwgt
1409,negative,my friend at kphl were told by your rep if it were me i would have just gone home this am and tried again tomorrow
3871,neutral,are you paying incedentals noworstairline
746,negative,new plane wifi not working entertainment non existent new seat seriously uncomfortable really unitedfail ua
731,positive,you all are fast we already have our winner congrats
3703,neutral,is and on time or cancelled flightled
368,negative,you really should clean the food and coffee stain off of the area around the seat when new passenger come aboard gross
148,negative,flt clt to day supposed to depart the till no crew schedule contact the pilot
443,neutral,can i send you my trusted traveler id to add to my reservation for tsa pre
3391,positive,thnx lo
363,negative,charlotte staff need prayerdisappointed in response to mishap lotttttttt of pissed off people here
4784,positive,i will i love flying with you all great service
3496,neutral,thanksare flight operating now or cancelled flightled
4549,positive,i agree if only there wa a frequent tweeter discount so i could fly to see more friend
1078,positive,i am so going to miss u airway you always provided great service and never let me down
642,negative,just picked up my bag at seatac all the clothes are soaking wet bagawim http tco ngxaloml
1238,neutral,could you check if there is svu space on aa m jfk feb th thanks
350,neutral,do you have an email
242,neutral,we would love to help shanese bryant melton a hard working grandmother from dc go to miami it is on her bucket list flyitforward
4039,positive,start including pto in your getaway package and i am all in
542,neutral,i have already emailed but i did not know if it wa more expedient to contact you here please advise thanks
2987,positive,thank you i flew into newark from vail eagle
48,negative,i did not report the updated info do not know how to reach them without a super long wait on hold at your main number
1517,positive,thanks for your great customer service today amp for helping me get all my travel sorted out
911,neutral,is there a referral program for the milageplus explorer card
710,positive,we have just landed thank you anyway btw flight staff on flight were wonderful despite their full day and heavy load
2836,positive,stewardess really funny now i could get the gent next to me to use some headphone this would be the perfect flight
1578,negative,i can not choose a seat online because i booked on smh
2849,neutral,i need to be back in cleveland a early a possible tomorrow
1580,negative,can not book to redeem companion fair without speaking to agent v this is a family emergency unacceptable
1428,negative,thank you ah still wish someone picked up the phone hr dead phone taking your tweet a a refund confirmation
4990,positive,got a call bag is to be delivered tonight thanks for your reply
4410,positive,big thanks to m winston for assisting me over the phone with a baggage claim issue today she really went the extra mile
1816,neutral,i enjoyed a call from my good friend he is flight booking problem his flight elsewhere a i tweet one at a time i will tell a many a i can
176,negative,flight ua got delayed hour due to a mechanical issuecould use a free drink or to make up for this inconvenience
2173,positive,wish everyone felt like you
1194,positive,appreciate it
1981,neutral,delete this tweet
2418,neutral,flight u from to passing over at ft this morning http tco frdcayda
648,positive,why are you always so amazing jetblue trueblue http tco iimtjxcvlg
949,positive,i made it thanks for the help
1841,neutral,revenue flight since the beginning of
978,positive,thanks
2142,positive,thank you
1451,negative,so you guy cancelled flight bna flight amp do not bother alert passenger what give
4733,positive,all piece were found and safely delivered to our home this afternoon
709,negative,stuck here in iah waiting on flight to honolulu for hour due to maintenance issue could we have gotten a new plane fail
297,negative,failingyourcustomer one by one
1493,neutral,i would like help with some flight please
1927,positive,thank you customer relation will review your concern and contact you back directly john
3438,neutral,i can not pay buck xd
5215,positive,that make two of u lol blushing
650,neutral,you need this song for your next commercial http tco jurhzrqc swa love
1498,neutral,flight i want to book wa one day went to purchase next day amp price doubled to inquiring on chance it may go down
1204,negative,how are you going to have a deal from dallas to dc but no deal from dc to dallas sad
993,negative,can tweet through the weekend bad weather but close down customer relation center to process refund for cancelled flighted flight
1551,positive,i will check it out when i get to the airport thanks
711,neutral,correct what is correct sorry i am lost
811,positive,yeehaw you found u another plane thx for listening to me vent
425,negative,boarded flight at am now still sitting on runway lot of fun
3306,positive,just wanted to let you know how wonderful rosetta the gate agent wa working flight dan to ase let her know she wasappreciated
2322,positive,i do the best airline wifi ever thank you
1561,negative,now going on minute on hold
386,positive,thx to customer service rep alex for his patient help in reflight booking problem a cancelled flighted flight and getting u where we have to be tmrw
2176,neutral,is hiring flight dispatcher chicago il network operation centerl http tco lioocpteq
1139,negative,my seat is disgusting old and dirty when are you going to refurbish this plane u air jfk to phx
1374,negative,watched the entire uncvsduke game on the tarmac before cancelled flighting my flight because crew timed out right before my hr flight
161,negative,except all of that delayed the flight anyway
1320,negative,when will i hear guitar wa damaged in december i use my guitar to earn a living get your act together
109,positive,learning about your awesome twitter management today in my social medium marketing class keep up the good work
3928,positive,looking cool
998,negative,i gave up http tco edgctbls
1168,negative,it wa not full i had plenty of time to go to the gate and check plus with my status i should have gotten on
3091,neutral,you know what rt our fleet on fleek http tco wjyasdn
4791,positive,omg finally
4026,neutral,okay i just sent it
2373,positive,thank you
2125,positive,oh no worry just have never seen that before until today i meanit is a great card
129,neutral,do you have all winner for destinationdragons
1188,negative,fyicall stilling getting dropped after an hour of continuous dialing attempted to cancelled flight online but not able to help
2136,positive,thank you i will address it with them
391,negative,and do not hope for me having a nicer flight some other time try to do thing right you sold me those ticket with that connetion
156,negative,taylor you got to love swa responsiveness at the least huh
761,negative,flight to atlanta getting cancelled flightled and then had to re schedule on the phone for over hour with a rep this bumping u
2212,neutral,our fleet on fleek http tco vxnjmv this happened
632,negative,to recap you bounced me off my flight lied to me then hung up on me what am i supposed to think do now
1154,negative,why are flight still getting out of logan now you could not manage to get one out at am when it wa not snowing
1289,neutral,why is it from june thru december there are no bus first milesaaver award available from cun to nyc explain whyfly
2408,neutral,my mom left her kindle on flight today burgundy case with a light seat d did anyone find it
2388,positive,wow awesome video guy http tco dbcvepnqc great work bluemanity corevalues passion aerojobmarket avgeek
2723,neutral,lacma on fairfax
2497,neutral,direct flight to sfo leaving from same airport with and can you please put me on one of those
1098,neutral,atlantic plough a lone furrow in the middleeast http tco vwpttlh
3524,neutral,landed at phoenix but we had to board a flight quickly to vega so no time at the airport what now
2893,positive,twitter team you guy killed it for rescheduling me a soon a possible thank you
1569,negative,flight cancelled flighted and rebooked but agent made a mistake and booked wrong date been trying to get through via phone for hour
5300,positive,welcome to north texas u air american air employee housing and education are great opportunity in the gr state of texas
4055,neutral,expedia reserved a ticket for me and more for a usaw flight but only issued they are not responsivethoughts
219,neutral,u wait now a gate opened back we go good maybe we can get off
1510,positive,round trip ticket just arrived for our auction at the post master invitational thanks southwest http tco mrfbjtepef
2210,neutral,when is the last chance to win destinationdragon
836,negative,of u are stranded and flying from new orleans to huston tonight and we will be stuck there for two day rather fly than wait
935,negative,you guy are screwing up my trip thanks for nothing lazy
446,negative,st a reaccommodation now a delayed flight for this one amp the gate agent still ha not mumbled a word folk getting anxious
4745,positive,nice touch on the passbook integration
2037,neutral,booked aa departing jfk it wa booked via ba and i want to change my ff to aa can you do that for me via twitter
3979,neutral,me again you do not have abc on inflight tv do you if so what channel sharktank is on
115,positive,great looking forward to your response to my dm then
2268,neutral,please do not rt our fleet on fleek http tco gdzadxzbya
404,negative,how did my prime ticketed seat get switched on aa not sure what is going on here
724,negative,cancelled flight arrival amp departure in nashville a of pm that and more weather headline pm liveonfox februaryfreezefox
4695,positive,thanks we are ticketed on stand by for flight i hope we make it out finger crossed
1119,positive,thanks great service in t already lovejetblue
1123,positive,i will thanks
437,negative,flight ord gate agent tried to prevent me from taking onboard a bag i have used for year flight crew wa more reasonable
3804,neutral,done
60,negative,i have been trying to reach your customer service for two day i have received zero response never traveling aa again
1406,negative,my trip is a month awaywhy do you consider it around the corner is that a setting i can change
804,negative,one of you ha my bag claim and i want it in mga now
1097,negative,why are your sfo gtbos nonstop flight not competitively priced with those of jetblue and virgin v identical time
4503,neutral,flight get me out of chicago
3488,positive,just dmed thanks so much for addressing this so quickly
5401,positive,thanks
4416,positive,thanks for your prompt response i know you put safety first unfortunately will hit freezing rain sleet on ride home
3933,neutral,how are flight looking for tomorrow morning from nashville bna to fort lauderdale fll
3212,neutral,our fleet on fleek http tco padcjxlzl cmon fam just no ok
2955,positive,sign me up
166,positive,i am all about the in flight artisanal cheese and wine pairing
1593,positive,we are here at mco thanks
968,negative,nonrefundable hence i wrote doe not make sense for my credit nothanks
2092,neutral,min http tco bbzijwfdl
5492,positive,congrats
1099,negative,i along with other passenger repeatedly asked southwest personnel what wa taking so long where wa our luggage
1106,negative,already missed connection ugh
5039,positive,thanks for the reply but a functioning plane four hour ago wa the only way to do that the staff wa friendly tho
2952,positive,best gagent in a long time danny b for u dfw clt appreciated how up to date he kept u during irrops super professional
1488,negative,well a of yet our checked bag ha already vanished and we have not left the airport yet
38,negative,i need update on my flight amp i have been on hold for over hour
311,negative,got duped w a connection on st flight sneaky now you will not give me a seat on an earlier flight w availability shameful
3746,positive,thank you thank you thank you
1973,neutral,please arrange someone at the arriving gate of flight to chicago for either a refund or first class upgrade
1523,neutral,sadly they have tried that and airport agentsno flight so they are stranded at phl no chance of a hotel for them
28,positive,jason at gate in san made my afternoon southwestairlines stellarservice thanks
5481,positive,southwest is definitely my favorite airline to fly
4281,neutral,i have someone driving me it is best to get a wheelchair once i get inside
1276,neutral,that is what i thought thanks for the clarification
838,neutral,i am not tho
1213,negative,i thank you for the reply but too complicated to dm really would like to talk to a cust rep what is going on there
3868,neutral,oh is it only in atlanta
5070,positive,i love travel with yours plane all people is very nice it is amazing can you please follow me back i love the company
2,positive,flew ord to miami and back and had great crew service on both leg thanks
2890,neutral,excited for my first flight w you today it is delayed though can you give me the flight number from boston to dc
1362,negative,hidden city force me into crappy seat even though exit row is available on the first leg your support can not fix
1275,negative,i am checked in agent would not tag my bag at am now i am standing in line hell
5701,positive,you might be dealing with frustrated passenegers hope you all have a great day thank you very much for an amazing airline
1448,negative,trying to talk customer service to add lap child and can not get a hold of anybody i need help
1893,positive,thanks southwest for saving our trip my sweetheart is not going to miss seeing altonbrownlive thanks to you all sohappy
1317,positive,am i dreaming did you really just open up a route between dallas and austin and doe this mean houston might be next
1299,negative,i am in denver my bag is in san jose see something wrong here
616,positive,made it just huge relief thanks for your help
4392,neutral,sorry for my misunderstanding of the term but what doe that exactly mean
319,negative,after multiple attempt i wa finally able to submit them late flight last night
1919,positive,first base already i like your style
1769,neutral,k but who won destination dragon
2059,neutral,yep it is for tomorrow
2003,neutral,s new ceo seek the right balance to please passenger and wall time colonist http tco nzrvszwv
763,neutral,what is a good address to send feedback over email
1102,positive,ice cream up front solid
4918,positive,your customer service agent bonnie is amazing on the phone she deserves a promotion
973,negative,how do i get reimbursed for hotel and taxi for the cancelled flightation
5702,positive,flight to rsw tonight me amp twin year old a pilot who wa in row by me stayed to help me get the boy amp bag off lifesaver
1134,negative,how to find out if my parent luggage really went to fll on a cancelled flighted sw flight called iflyswa long long wait
2969,neutral,hi there were flying swa today our son ha a peanut allergy any way to request the crew not serve peanut on flight thx
934,negative,minute hold is hr min
4283,neutral,we are trying to go a far away from kingscollegelondon a possible for charity today would you help u jailbreak rag
3895,positive,love the passbook update used it the day after it wa released finally thank you
881,neutral,sorry should have specified i meant ground traffic trying to get into the terminal
1015,negative,open kiosk for priority with no line and only open for main check in for ppl
3085,neutral,of course i am
1546,negative,flight now leaving after hour mechanical delay need lodging voucher and meal tonight in st thomas who do i see
4417,positive,thanks to the gate agent in state college pa that wa able to get me on an earlier flight and figure out an earlier connection
341,negative,is it insulting that offer a non required voucher a a goodwill offeringat least my bag can fly round trip
2531,positive,delacy p is a compassionate professional despite the flight challenge she made passenger feel like priority
1616,neutral,returned from vacation went to luggage service golf bag wa presented in clear wrap that could have been used in the first place
2930,positive,no worry delay wa minor and dealt with nicely it wa captain of flight by the way
1520,negative,you are the worst airline in the world from your crap website to your worthless app to your late flight flight you suck just shut down
2800,neutral,we are glad to hear it out of curiosity what cause such flight pattern
1012,neutral,no monkey business we love swa mdwmci homeandreadyfornexttrip http tco xjvunzz
3966,positive,dm sent thanks
3046,neutral,i just booked a flight for when i view my reservation it ha mi connected to first name is this a problem can it be changed
3620,neutral,what do you have in mind
557,negative,have been on hold for minute need help usair why will not you help
1368,neutral,thanks i get that it look like all bwi sjd service stop after aug is that the case i can not find one date with flight
3734,neutral,our fleet on fleek http tco pulpiw smh
514,positive,thank you i am excited to fly with you for the first time
1881,neutral,reminder from well be tweeting from http tco mfmnkmvotrrt i look ward to that follow back too
1,positive,seeing your worker time in and time out going above and beyond is why i love flying with you guy thank you
1355,neutral,ricoh smith at bos provided oust and service
15,negative,week to refund this ticket totally unacceptable fix this or i will put it on blast on social medium and tv
2286,positive,thank you
822,negative,please please please answer the phone
73,positive,right on up up amp away
90,negative,yet another delay missed connectionand your customer service ha an attitude with me wow
118,negative,horrible experience ever with airlinehave to reconsider any future flight customer service http tco eczhcmmvi
3034,neutral,i understand thanks
3531,positive,gate attendant at mccarran c vega to dallas went above and beyond after a long day of frustration it wa welcome
1804,neutral,we invite to fallow learn about our activitiesprevention program of health by condom rito familywe are c
758,positive,great crew for flight phx to yvr tonight friendly efficient awesome job
1500,neutral,will you please start offering more route out of to more location instead of just charlotte and atlanta
3867,positive,resolved over hour of work on ground amp somehow the system reset itself during takeoff i appreciate the quick response service
737,negative,yes it is in dulles and i need it delivered to the embassy suite in herndon va i am still in chicago from the fiasco in lax
3977,neutral,flier to gain access to wsj content http tco gouzrdtzf
1430,negative,never imagined it would be so hard to spend money through u air stubbornly hoping someone will come back to the phone
705,neutral,at lgb in sunny so cal http tco vpkdsi
790,negative,tfw ty spent total of hr and min holding cell battery died finally made arrangement w kind rep
4181,neutral,too late flight rt our fleet on fleek http tco njgagds
3589,neutral,with this livery back in the day http tco eeqwvammiy
3926,positive,so appreciated
1101,positive,handled s question like social medium pro good practice for when our transportation system are all run by friendly ai
1043,positive,still not in the air for deicing of plane i will miss connect but customer service wa helpfulim hoping to catch the next flight
563,negative,ridiculous how you want to charge me to change flight even with multiple seat available on the flight i needed
1391,neutral,ok great thanks i had a great flight fyi i am excited to fly again i just wa frustrated i wa not able to check in
174,negative,never let u me down every single flight get delayed
4478,neutral,rt oh no unfortunately the code must be entered at the time of purchase in order to qualify for the point
461,neutral,message and pic sent
4266,neutral,seat a flight ua
4976,positive,hi just wanted to see if you have any new route planned this year for newark love flying you guy and hope to do so more
1444,negative,what is up three delay so far resulting in over three hour of unnecessary extra waiting
1153,positive,thanks travis at phl a east checkin for knowing baggage policy ski amp boot count a teach your mgr who did not know
2476,positive,well it is john hughes birthday but i will stick w the plane amp hold off on train amp automobile gate worker are doing well
1845,neutral,any delay today to orlando
544,positive,thank you for your help resolving my problem shannon rock even though rhonda did not
501,negative,hypocrisy rt i am sorry we are not able to offer a full refund because the exchange rate is not what you were hoping for kp
1026,negative,i have a voucher from a past trip that wa delayed i thought i had to talk to someone on the phone to use it is that not true
286,negative,flight to dca i need to change a soon a possible help can not get through
777,negative,dispatcher keep yelling and hung up on me
496,positive,flying with you in about week bringing blanket bc it is freezing
191,negative,your people are kind and hardworking the infrastructure you have given them is horrid massivefail failphone fail
3450,neutral,hi i just bought a flight with united through ebokeers from paris to miami do i have any chance to check that everything is ok
275,negative,after waiting for a delayed plane we sat on the plane for an hour waiting for a late flight passenger that is b too
1022,negative,i would still have my companion pas if your ridiculous airline had not stopped partnering with hilton hotel genius
1602,positive,glad you like it feel free to steal it
2060,positive,ok thank you
959,negative,now what you cancelled flightled my flight again are you paying for my hotel
3704,neutral,smh rt our fleet on fleek http tco irixaifjjx
1539,negative,i booked it on u airway site do not see a cancelled flight link
107,negative,that is okyou may keep my and lose my bag with no info but you no longer have my trust bad way to handle this
595,positive,i would prefer a similar picture but full of e tail but great shot
1221,negative,understand waiting hour for callback on the exec plat line but when call dropped the agent could at least try again
504,positive,good news we got fixed
5029,positive,ahoy from a loyal allyoucanjetpass holder when do you anticipate direct u flight to havana cuba jetblue vacation
393,negative,i hate you for this http tco gwwrvbrq
925,negative,you have to be crazy treated my mom very poorly not happy usairwaysfail
1195,negative,hr delay on flight to jfk via tampa amp worst customer service in san juan airport this after app not working all day
4426,positive,mechanical issue look like they got it fixed thanks for your concern
870,negative,worst experience of all time will never ever ever travel with you again ever
4280,neutral,can i bring a copy or photo of my baby birth certificate for the flight i feel uncomfortable traveling with the real thing
1679,neutral,how oh how do we get ticket
5414,positive,i would appreciate that thank you
4423,neutral,i have the email that they are on their way
1582,negative,i have been on hold for over an hour and countingjust need a simple name change http tco siczxoez
3886,positive,thank you
3121,neutral,thanks got it straightend out last night
2815,neutral,our fleet on fleek http tco uhumaskldv
815,negative,cancelled flight your flight then sends you an email saying think about your next flight customer outrage http tco kkwiwia
1353,negative,she just did but really how drunk doe someone have to be before you stop serving them
1536,negative,flight philly gt mia bwahahaha delayed hr were in the air min then turned back around usairwaysfail
1193,neutral,can i get a beer please flight
4008,positive,think you have great people working for you
5191,positive,sure did only waited about min yay
2159,neutral,bruh our fleet on fleek http tco wbqiwaou
604,negative,hour delay pho mia your airline is bad and getting worse foolish for american to merge you treat your customer like crap
5922,positive,great trip on yesterday outstanding flight attendant
806,positive,thanks for moving my dad on to my my mom flight you helped make his birthday start with friendlyfriday awesomeness paw up
1003,negative,i purchased a upgrade on a flight week ago and you gave it to someone else but i have not received a refund is this sop
532,negative,if you miss first leg of ur flight you have to pay hundred of s just to keep your second leg how much to keep my earned mile
298,positive,you guy continue to impress your crew mco gate helped our family with seat issue professional
83,negative,you can not claim weather with your hardworking crew pulling seat out of a plane do the right thing but we both know you will not
5743,positive,thank you it is much appreciated we have been on the plane for min now at the gate
1563,negative,help you said ud chnge our retrn flght since we missed our connection sat amp now ur not pickng up the phoneonly hve hr left
3312,neutral,it is not my first time flying to the u i have medical info looking for practical like my adapted seat cushion allowed on
613,negative,please respond to me i have been on hold on the reservation line for an hour and minute i would really appreciate it
1390,neutral,just now but no general announcement
394,neutral,and get it together perfect combination for delay and cancelled flightlations
5789,positive,no problem he wa the only person in the airport who would help
4198,neutral,but the gate agent and club staff got me priority standby for next so might only be minor disastertravelingwithsmallkids
47,positive,yes y from on instagram
1351,negative,when is my plane coming been delayed for almost hour no plane
54,negative,claim flight cancelled flighted due to weather at destination but delta ha not cancelled flighted flight on same route
5980,positive,thank you for that am i able to claim any interim expense or is the cost of the stuff up on me
1495,negative,please dm me a way to get in touch with someone that can help i am platinum aa and considering quitting aa bc of this
960,positive,your response ha been incredible truly amazed at the step you have taken to enhance your customer relation big thank you
1267,negative,u then lost ground power three different time not only grounded endlessly now without air light entertainment
2381,neutral,what is with the layover in canada from the ua is that scheduled
1519,neutral,not waiving change fee with the snow storm coming tomorrow iad is under winter storm warning tomorrow already what is up
589,negative,sent a couple message to the email you provided but to no avail will try again next year cheer
3635,neutral,thanks which day of the week is the direct the flight i saw went thru jfk
586,neutral,kudos to your rep patricia at gate b this sunday morning at chicago midway mdw http tco mmcwkqpgy
75,negative,why would you charge money to transfer point to someone
1980,positive,these are some awesome photo thanks for sharing
3812,positive,finally integration w passbook is a great valentine gift better then chocolate flight you do heart me
2384,positive,you will every chance i get thanks for keeping me exec platinum
3479,positive,customer centricity is knowing people anamarketers
1840,positive,success good work jetblue team
4002,neutral,how much doe it cost to check in an additional bag traveling from newark to glasgow thank you
4079,neutral,did they pick someone for destination dragon
3196,neutral,how long is that flight http tco bcwckwtnle
854,negative,they charged me for a flight they cancelled flightled unbelievable and unheard of
2117,positive,you all are the best flyfi ondemand leatherseats hipunis legroom
2156,positive,just got a call apologizing personally for the long wait last week trying to rebook flight class act i appreciate that
734,negative,worst experience ever unable help over phone and told at last min cabin crew unavailable for flight never again usairways
1330,negative,this is not a fair set up i payed for a full seat i should get access to a full seat http tco sbaaricyq
1141,negative,absolutely no worry i am just never flying with you again ever even i have to hitch hike cross country passengersarepeople
3079,neutral,both
2682,neutral,in bogota with no wallet is no fun
4952,positive,thank you
4396,neutral,i dmed you the detail
548,negative,poor old unite never seem to get the response right
1212,positive,moodlighting is the only way to fly best experience ever cool and calming moodlitmonday
3805,positive,no but my friend in the picture phillip heller jfk ifc did and he said it wa delicious
5405,positive,americanview new paint scheme look great usairways http tco gtumhbh
2854,positive,ah no the staff wa perfect this morning at jfk more sleep for me
2586,neutral,how doe flight look i am hearing about cancelled flightled departure from and i am about to head into it
2129,neutral,using a jfk sea for summer it will be my first a flight ever no mint to seattle core config only
1472,negative,we appreciate auto rescheduling our cancelled flightled flight but you have nothing sooner than tuesday can fly into alternate loc
356,negative,flight clt to phl i wa st on listsomeone else got spot rude employee in coach wouldt give id said he wa cute red head
3422,neutral,follow back and i will give you the detail
3304,positive,this flight attendant wa extremely helpful to a woman who had a hard time walking very touching
2502,neutral,is that supposed to change in the near future
1978,positive,that would be great k u
1558,negative,you have to service your remote controller on my flight i watched equalizer movie three time because my remote wa stuck
2697,neutral,you got cheese plate flight too
1363,negative,hour and counting what kind of travel voucher do i get for this
1296,negative,nice see you have a sense of humor hourdelay just want b home but i will settle for that beer once safely in the air of course
2053,neutral,just looking to arrange for a nice flight from sea to la ish and comparing the cost to something more direct from yvr
4525,neutral,kp i am not traveling we trying to cheer up m bila
592,negative,your delay is due to your own making we have now been back to the gate multiple time maybe take accountability
5694,positive,job well done from your philly employee running checkin today tabitha helped u in an emergency amp vacation saved
5463,positive,i did not she is a woman who is a lead she wa working at gate c
3207,neutral,thank you
1205,neutral,i will tell marry a lamp if you give me ticket to the vega show please i am desperate
2460,neutral,hello swa who is your poc for partnership with nonprofit organization in bwi area
383,negative,you guy suck
2433,neutral,so no idea thanks
