index,type,statement
1577,negative,thank you for not even coming with a solution great service i might sayas a trueblue member i am totally dissatisfiedthanks
370,negative,call the number listed sure by next friday i should get a real live person on the line httpskeptical_annoyed_undecided_uneasy_or_hesitant tco 8tjuum22dd
2935,positive,hopefully now my application for jetblue donut designer will finally go through the proper channels
1346,negative,why is there no contact email for customer complaints
3496,neutral, thanksare flights operating now or cancelled flightled
3774,positive,has unrivalled access to california with flights to the us from 7 uk airports with nonstop or one stop connections year round
1632,neutral,oops sorry done
812,negative,a friend is having flight cancelled flightlations out of lax to cmh on feb 23 anyway to help her 800 number has been no help
4024,neutral,i will if you can see about moving up my brother in laws graduation to the 6th thanks
1355,neutral,ricoh smith at bos provided oust and service
361,positive,much respect
855,negative,flight cancelled flightled out of bna do i have to reschedule now or can travel funds be put back into my account for future use
3126,positive,big shoutout to the crews on 2017 bos&gtjfk &amp 486 jfk&gtroc &amp gate crews at c19 bos &amp 6 jfk long day of delays made better by them
994,negative,missing out on over 6000 points in one account they are now spread over four assuming i create accounts for them
1078,positive,i am so going to miss us airways you always provided great service and never let me down
3469,positive,done thank you so much
685,negative,there is an hour wait here for reflight booking problems in line at omaha
2185,neutral,i know where you guys jet lol but if you love me so much help a brother out happy_face_or_smiley hot weather great nightlife 2 3 hour flight
1206,negative,40 minutes in baggage claim and no sign of luggage from our flight usairways  your incompetence is overwhelming
403,negative,lipstick on a pig still a pig ur new baggage claim sju is a disaster no chairs 20 mins+ wait for baggage fail
1130,negative,how can i make a purchase you take the money but i do not have a reservationexplain
4979,positive,well you guys are totally kicking a million pounds of ass bar none the best sm team in the airline industry in my opinion
979,negative,i cancelled flightled my ticket and is taking two months ++ to refund and still waiting
1532,negative,jacquelyn at charlotte just denied me compensation after 2251 was cancelled flighted due to plane malfunction well within your control
2731,neutral,62 inches 
854,negative,they charged me for a flight they cancelled flightled unbelievable and unheard of
1144,neutral,airways corporation jbluconfusion loses  006 on news that airways   wallstreet scope httpskeptical_annoyed_undecided_uneasy_or_hesitant tco ofw4a8b5ws
1112,negative,i have been rebooked for the 7am flight my questions is why do some people get hotel and the others do not like myself
5446,positive,i especially like how you upgraded three of your crew members to first class instead of passengers keepitclassy customerservice
1563,negative,help you said ud chnge our retrn flght since we missed our connection sat &amp now ur not pickng up the phoneonly hve 18 hrs left
1702,neutral, our fleets on fleek httpskeptical_annoyed_undecided_uneasy_or_hesitant tco q16xvwg0l6 i have to refrain what i want to say
216,neutral,never received such horrible service or treated so poorly as richard p today no excuse for attitude &amp ripping up our tickets
932,positive,shoutout 2 kristiespconfusion from gate4 pvd today she is a rockstar was a tremendous help in a tough situation promotethatgirl
2299,positive,thanks sent a dm to you let me know if oyu need any additional information
5734,positive,redcarpet southwest companion pass would be great
1508,negative,how is it that my flight 3367 can arrive early and be delayed due to no gate being available we are now 20 min late flight on tarmac
1479,negative,help it says the payment is denied but my money has been taken out of my bank and it says i have no trips coming up
1197,neutral,yes obviously it just stinks that 4pm is the one option when she was supposed to fly at 7am yesterday
1460,negative, lga ord ua 711 did not get agent name argument over baggage policy
2351,neutral,conf number fmjtyl delayed   any chance of getting an earlier flight fll to phx
2304,neutral,to battle on   route httpskeptical_annoyed_undecided_uneasy_or_hesitant tco 6rlz0ebk2x via
1024,neutral,yay and are dependents with id wife childrenconfusion eligible to use this discount too how do you use it over the phone inperson
2474,positive,you are welcome
1708,positive,yes called your uk number on skypewell worth the 50 i recommend others do the same
1264,negative,change made in just over 3 hours for something that should have taken seconds online i am not thrilled loved the agent though
5519,positive,very quick ty i am sorry to hear this can you please follow and dm me the details of what transpired ^jh
3125,neutral,i would go to dallas to see my grand baby that i miss so much i feel like a piece of my heart is there
794,positive,thanks to lea in the chicago office for her help in switching our cancelled flighted flights
290,negative,customer service
4561,neutral,update on flight 462 would be appreciated when you have time thanks
3862,neutral,if there are empty first class seats on my flight at check in why would not i be automatically upgraded
479,negative,flt 1820 2rsw could have extended the courtsey of waiting 2min 4 10 of us gates closed in r faces ur fired
1411,neutral,so it is a 2500 bag fee for a golf bag on a domestic flight
2488,positive,i love this song &lt3 thanks
1609,negative,sfo pgreat_dismay schedule is still mia
491,positive,flight ua3576 gate b1 and tell ray i somehow made it on to the 736 flight out of iah and did not have to wait for the 917 one happy_face_or_smiley
1026,negative,i have a voucher from a past trip that was delayed i thought i had to talk to someone on the phone to use it is that not true
116,negative,it is my 21st birthday and my sister is coming to celebrate but her flights keep cancelled flighting plz do all you can to get her here
513,negative,1 2 rock hit the plane in a delay now never an easy day with us airways ya never fail to let me down
3811,positive,i am flying with your competitor today starts with an you and ends with d i will never make that mistake again americanforlife
341,negative,is it insulting that offer a non required 50 voucher as a goodwill offeringat least my bag can fly round trip
523,negative,how can you not know after two hours of us sitting on the plane with no bags off loaded the planes weight
890,neutral,customer of the year httpskeptical_annoyed_undecided_uneasy_or_hesitant tco epqqonho2h
1624,negative,i understand that but why should i pay to change if it was a problem with your plane if it was weather i would understand
3341,neutral,could you please tell me if there is a way to add a rr to a flight that already took place
1892,positive,he just went above and beyond to be helpful
158,negative,  i am pregnant with twins and you are going to abandon me overnight in an airport no hotel when it is your fault
3677,neutral,yes they do httpskeptical_annoyed_undecided_uneasy_or_hesitant tco wcsazzqpae
3271,positive,always happy to help
4414,positive,would be cool if the best airlines company hooked me up with tickets for vegas wink_or_smirk
470,negative, 2nd time this occurred in 3 weeks i am not patient i have no choice antitrust issue
3867,positive,resolved over hour of work on ground &amp somehow the system reset itself during takeoff i appreciate the quick response service
2717,neutral,why bro
2103,neutral,unfortunately i do not even have that my phone died before of had a chance to grab it it was from oma to san from 3 27 4 2
2456,positive,no apology necessary it was wind and i was on delta xoxo
3364,neutral,still planing on flights into dal we are trying to fly in tomorrow from lax
1420,neutral,i understand delays we are all looking at a tv monitor at ur gate and it says current conditions are snow hence delay
566,negative,what is going on with 1171 lga fllpoor to no communication from gate agents
3365,neutral,that is what i planned on but boston traffic due to recent weather was insane if i had been expedited i would have made it
5222,positive,thank you i am your new big fan happy_face_or_smiley
2381,neutral,what is with the layover in canada from the ua125 is that scheduled
4518,neutral,yo could that be a catering truck before mine eyes unmoving httpskeptical_annoyed_undecided_uneasy_or_hesitant tco asw6qwuf1z
1473,negative,please send me a number to call to talk to a person and not be put on hold
4331,positive,thanks so much for sharing just added it to my site httpskeptical_annoyed_undecided_uneasy_or_hesitant tco tsvibtvt8h
3537,positive,sent you my confirmation via dm thank you very much
451,negative,  wtf stuck at jfk for 2+ hrs in a delay to boston cuz you say snow no snow on weather map wtf
3265,neutral,thanks for the fb message telling me i will have to wait between 1 3 days i am waiting
170,negative,late flightly you have always been late flight please get back to the old swa
2659,positive,  bluemanity brought tears to my eyes jetblue s commitment to giving back to the crewmembers and the community is aww inspiring
710,positive,we have just landed thank you anyway btw flight staff on flight 654 were wonderful despite their full day and heavy load
1836,positive,awesome   thanks
1768,positive,we are having 2 grandbabies in 2 weeks    will travel to dc for the births thank you for the reasonable fares see you saturday
709,negative,stuck here in iah waiting on flight 253 to honolulu for 7 hours due to maintenance issues could we have gotten a new plane fail
4181,neutral,too late flight rt  our fleets on fleek httpskeptical_annoyed_undecided_uneasy_or_hesitant tco nj5ga1gds5
869,negative,on hold for 45 minutes trying to rebook a cancelled flightled flight with a companion ticket help
1129,negative,i was re accommodated for my dsm flight tonight after a delay from myrtle beach now the flight to dsm is back on for tonight
300,negative,how can you not be taking calls i need to change my flight
355,negative,the amount of money i spent on hotels for a week bc of flight cancelled flightlation another flight does not make up for the money lost
1,positive,seeing your workers time in and time out going above and beyond is why i love flying with you guys thank you
3561,neutral,i had to travel to savannah ga once again on an airline i do not love when r you going to fly me to savannah pleeeease
4001,positive,you guys rock
2136,positive,thank you i will address it with them
1934,positive,of course you know i would like 2 lay you down in a bedofroses as long as they are mint colored httpsskeptical_annoyed_undecided_uneasy_or_hesitant tco 3qyezhjgsb brandmance
126,neutral,flight 1041 to savannah ga
747,negative,yes myself and about 200 other people also
603,negative,i am familiar with the procedure it would not be the first time unitedairlines lost one of my bags unhappytraveler
1946,positive,thanks for more timely updates
938,negative,you guys did it again changed ages and double booked seats so i had to i have even though i have platinum and the other person none
481,positive,thanks i actually made it my connection flight was delayed guess all delays are not a bad thing httpskeptical_annoyed_undecided_uneasy_or_hesitant tco xggcntco8m
1923,positive,my father loved working for you as well as panam
1557,negative,you are missing the point the flight left an hour late flight why are you allowed to be that late flight and still charge me 50 and 10hrs
54,negative,claims flight cancelled flighted due to weather at destination but delta has not cancelled flighted flight on same route
4157,neutral,i just had an interview how long does it take before you hear back
378,positive,thanks for the effort i can get the earliest though i will make a complaint for a refund as i am losing one business day tomorrow
5082,positive,i do not think you should help him at all based on his behavior the voucher and cot seem like enough lol
2514,neutral,is a bag that is 23l x 9w x 12h allowed as a carry on
1565,negative,this is not a flight delay this is horrible planning on jet blue jetblue
1081,negative,i would die if i got tickets to destinationdragons and you would be invited to my funeral
599,neutral,5223 out of gainesville fl
837,negative,forces us to check our baby bag on overbooked flight complains to wife that we need to much for our baby united has no baby meals
1386,negative,about 3 hours ago i need to work out if my bag can make it to my hotel here in time or if it will need to go elsewhere
814,negative,what is the point of a baggage claim ticket if they do not scan it for tracking
3636,positive,joanne from your san diego staff was phenomenal give that girl a raise she handled our flightnightmare better than anyone
1178,negative,i have a voucher w swa that expires 4 10 an extension would be a lot of love
521,neutral,thank you
1903,positive,thanks   it is very helpful to understand that the reduced price seats that are sold at check in have priority over the certificates
3485,positive,save mile to visit family in 2015 and this will impact how many times i can see my mother i planned and you change the rules
1272,negative,yes still need assistance i do not have a flight home due to change in flight you made i miss all connections 
3281,neutral,i am flying your airline just out of lga
3502,neutral,how do i add my tsa pre number to an existing reservation
3885,positive,thanks yup i am all set it happens slc ground staff were prompt helpful and courteous
131,negative,can you not get the first flight of the day off the ground on time 1531 let us go
719,positive,you definitely will
3437,neutral,from lga to san diego
4304,neutral,will definitely do so sending a dm now
1278,neutral,how can i verify if wheelchair assistance has been requested for my next flight
3137,positive,amazing c s today by sw thank you so very much this is the reason we fly you southwest
1679,neutral,how oh how do we get tickets 
3931,positive,thanks for getting me to orlando early happiness
1930,neutral,when can i book my flight to hawaii
4680,positive,we made it so no worries you guys did good tonight and even put on my flight firstclass
1121,negative,i am strongly considering taking my business elsewhere unitedairlines
2796,positive,thanks flight 2160 today great crew
5362,positive,of course 
1513,negative,now on 5th plane of the day first 4 all taken out of svc scheduled dep 3 pm still on ground ord 1045pm
4007,neutral,daughter record loc is kybilc she is traveling with 3 yo and needs to be in adjacent seats not across isle
988,negative,we had to sit in the airport a long periolodicly time the planes were nasty
6001,positive,  thanks for making new direct flight to san francisco
613,negative,please respond to me i have been on hold on the reservations line for an hour and 45 minutes i would really appreciate it
4193,neutral,am on web site requesting refund for cancelled flightled flight it requires numerical document number where get it
912,negative,you guys fail again all i need to do is use my voucher for a ticket but i can not do it online yourphonesystemsucks
1692,positive,big up the pilot of 644 for turning 1hr on the tarmac to just a 20min delayed arrival
61,negative,flight 4567 agent now wandered off pilots came out looking for her went to charge her personal phone which she would been txting on
119,negative,for tomorrow some sites show flight 1642 from ewr cancelled flightled is it
4577,neutral,mine is gjqx6j husband is a587cw can not dm for some reasonconfusion
716,positive,has getaway deals through may from 59 one way lots of cool cities httpskeptical_annoyed_undecided_uneasy_or_hesitant tco tzzjhuibch cheapflights farecompare
1218,negative,what is with your lost &amp found my wife lost her phone in philly &amp followed your web instructions to call an 800 no answer
922,negative,held up for almost 45 minutes and then promised free movies and it did not work and neither did the wifi that was paid for boo frown_sad_andry_or_pouting
2819,neutral,i intend tovery much my 4000 followers will as well
4242,positive,thanks for the quick response   it is appreciated
3966,positive,dm sent thanks
1398,negative,oh i did all i received back was an email saying delays happen uh huh
1318,negative,miami phl flight cancelled flightled just as i got to the gate no one from aa around no one on the phone awful awful awful
349,negative,that would be appreciated just please do not send me to the same page with long form &amp limited characters direct email
805,negative,she told us we had to drive back to drop it off so they could attempt to fix it really do not have time to do that terrible
1921,neutral, check dm please
5767,positive,just got on the 1pm in newark home to la your folks at ewr are incredible letsgohome
2722,positive,thanks great stuff i can only imagine how jammed everything is
1022,negative,i would still have my companion pass if your ridiculous airline had not stopped partnering with hilton hotels   genius
1546,negative,flight 838 now leaving after 6 hour mechanical delay need lodging voucher and meals tonight in st thomas who do i see
4018,neutral,is there anyone online that can help the flight leaves in 3 hrs
4632,positive,although you have no control of the weather you came through with a great customer service
4443,neutral,is it possible to add companion to only the 2nd leg of a trip
997,negative,you are not finding it bc rebooked us on your airline when they realized they could not get us home   and we are at ord
1058,positive,classiq love virgin america greetingz
218,negative,can we get a honest update on departure of flite 454 been on plane with infant children
499,negative,but eagle is always late flight
1555,negative,good grief flight cancelled flightled been on hold since 0400
1042,negative,delayed for two hours at ord  &gtcdg the one time i need to be there to catch a train
12,positive,  love the changes in the lounge   cheese veggies olives in addition to the crackers and snack mix
1848,positive,i definitely will thanks
4333,neutral,hi guys can you tell me what the emergency is for aa65 diverting to heathrow from zurich new york thanks john
5037,positive,so happy you can accommodate peanut treenut allergies on flight 1st online cover from air provider
4688,positive,oh my god thank you so much i just sent you a dm
1523,neutral,sadly they have tried that and airport agentsno flights so they are stranded at phl no chance of a hotel for them
4008,positive,think you have great people working for you
4951,positive,jetblue never disappoints 
127,negative,yes but you are still human i hope dealing with all the horror stories people share i complained to dot everyone should
898,neutral,what are your services what promotion you have at the moment modelodenegocio innovation innovacion businessmodel
2955,positive,sign me up
697,neutral,once again on glassdoors best places to work snagging  15 overall notsurprising luvthem
936,negative,the passengers waited inside the flight on the runway and returned back in of gate that should not count as a valid journey
173,positive,thanks for your attention i have been flying southwest for 3 years and have not had this issue in the past
1864,neutral,tomorrow would not have been soon enough thank you for the info
1369,negative,hey jetblue still waiting to hear where you lost my 98 surfboard between jfk and bqn airports
497,positive,great flight into pvd smallest plane i have ever been on and smoothest landing ever
1180,negative,when will you be accepting reservations past august 7
140,negative,call me chairman or call me emerald after what you did today to me you can call me a former customer
3117,neutral,arrangements to reimburse me for the rental i had to get
482,negative,i do not know who that may be i was also working from home thanks for nothing
244,negative,when will email address username sign on be available it is been a while
3015,neutral,hi how do i add a flight to my account just created it
1599,negative,can we get any freeconfusion upgrade because all the problems we have had our reservation is mkwlkr
3704,neutral,smh rt  our fleets on fleek httpskeptical_annoyed_undecided_uneasy_or_hesitant tco irixaifjjx
1375,negative,do you know how to use twitter bro your terminal looks like it is in bosnia here is another pic httpskeptical_annoyed_undecided_uneasy_or_hesitant tco m9nywr5kbs
3263,neutral,alright someone has to stop this rt  our fleets on fleek httpskeptical_annoyed_undecided_uneasy_or_hesitant tco lchvjolidg
1100,neutral,got rebooked through the aa online app
1018,negative,sitting in denver airport waiting for a plane to be refueled for an hour and a half hurry the fuck up united you fucking retards
242,neutral,we would love to help shanese bryant melton a hard working grandmother from dc go to miami it is on her bucket list flyitforward
2054,neutral,ok i will call them likely tmrw uk time to question the process getting the change charge reversed due to a bereavement
4549,positive,i agree if only there was a frequent tweeter discount so i could fly to see more friends
1040,negative,i have followed and dmd you please respond to my concern too really disappointed with customer service
3816,neutral,  any update on flights in to bna today
5669,positive,ty for your consideration
1072,negative,hey i booked a flight isabelle gramp boston to laxconfusion and it said that it charged my credit card but the transaction did not go
1956,neutral,how does one downgrade a flight
879,neutral,my chariot tonight from this angle it looks like a 787 no httpskeptical_annoyed_undecided_uneasy_or_hesitant tco 3zzkqwwbjz
2807,positive,sweet glad to hear it i will keep you guys in mind next time
4058,positive,will do happy_face_or_smiley
850,negative,cmh gate staff a disaster3345 overbooked no volunteers no boarding 20 min late flight trying to figure out issue bringbackrealstaff
4575,neutral,thanks i just sent a dm with this info
4936,positive,ill check it out appreciate the response regardless
1380,negative,yes but lost a whole day frustrating poor customer service
1885,neutral,sorry thought i did it is done now
1913,neutral,all were entertaining
3488,positive,just dmed thanks so much for addressing this so quickly
3827,positive,hey so dre at seatac check in needs a raise stat dude gave me amazing customer service and made me feel valued
4532,neutral,i will be checking often most probably when they hand the oscars out to the nerds geeks and badly dressed
273,negative,disappointed that my flight back to boston from pr was cancelled flightledrebooked 4 the next daydelayed that one too and no compensation
3944,positive,thank you
1343,negative,had me on hold foreverrrrrr
1418,negative,can you get me on the delayed flight to ewr out of yyz at 15happy_face_smiley0 no customer service to be found in airport
597,negative,your service in philly is unacceptable look into better service a 16 yr old should not have a hard time httpskeptical_annoyed_undecided_uneasy_or_hesitant tco wdaktmr7mj
4353,neutral,could you tell me if any upgrades are available on a flight out of stl tomorrow morning
1568,positive,is expiring the offer to buy or transfer united mileageplus miles with discount many offers during a year httpskeptical_annoyed_undecided_uneasy_or_hesitant tco 6tz6imqzlg
3696,neutral,imma need the hook up tho
1626,positive,nice and early back home httpskeptical_annoyed_undecided_uneasy_or_hesitant tco geg4nghmie
4795,positive, we hope you enjoy the winterweather and brought your warm coat and gloves maria yup new beanie httpskeptical_annoyed_undecided_uneasy_or_hesitant tco aneqxzr4bp
2300,positive,2324 from orlando to dca  and my awesome flight attendant is robert
398,neutral,is it possible to add a known traveler number to my ticket after flight booking problems
3312,neutral,it is not my first time flying to the us i have medical info looking for practical like my adapted seat cushion allowed on
2181,neutral, if i rebook on another airline after my flight was cancelled flightled do you reimburse i need to get home today not tuesday
3023,positive,the crew of swa 4007 a high five from this av 8b guy for its nice xw landing into nicely done
4050,neutral,i would like to apologize to the gate agent for flight aa76 i was not aware that zone 1 was after the nine other precious gems
4517,positive,cc boldflavors were bringing bourbon st to 35000 ft with bold flavors fresh ingredients and more dining options
7,positive,that would be nice hoping to rack up enough miles to take a trip to seattle and enjoy a perfect latte in the city of coffee
1329,negative,i am trying to make change reservations and getting extremely frustrated giving up and trying another airline
1713,neutral,anywhere away from this snow globe to warmth sand and palm trees
265,neutral,flying out of stl saturday where they are expecting ice &amp snow when should we start looking for travel waivers thanks
23,negative,computers are down but you stopped giving updates and took my flight info off the app that is just ridiculous keep people updated
3974,neutral,so the upcoming rr changes deval is trying to tell me not to fly southwest anymore because i am loyal so far i get it
108,neutral,is that thestarter
2557,positive,thanks for taking care of me today michele rocked the customer service gate 25 hou
471,negative,been on hold to rebook a flight to cmh for 15 hrs your rebook website is crashed
4536,positive,ann marie at lga is the best ticket agent ever excellentcustomerservice
1283,negative,how nice it would be if you had helpful flight attendants instead of the rude nasty ones you employ whyareyouyelling
490,negative,so the seat next to me 19bconfusion on flight 1943 to seattle has a tray table that is falling off httpskeptical_annoyed_undecided_uneasy_or_hesitant tco haj5lkqjw4
2420,neutral,6am austin to jfk
78,neutral,is there a phone line to call into that is not being affected by bad weather trying to book a vacation here
1189,positive,despite mother natures best efforts s good humored folks got us home safely in an area heavily affected by winter storms
3422,neutral,follow back and i will give you the details
3308,positive,mission accomplishetongue_sticking_out_cheeky_playful_or_blowing_a_raspberry gave a hug httpskeptical_annoyed_undecided_uneasy_or_hesitant tco lt1pykfvrq
3637,positive,that is ok thanks for letting me know appreciate all the responses
492,negative,is the of airlines 2hrs35minonhold
3611,neutral,just hoping praying for a safe flight they have had to stop and de ice our plane yet again
4356,neutral,followed sure hope you can help
644,negative,how do you do that you guys need to have much better communication how how can we do that
5743,positive,thank you it is much appreciated we have been on the plane for 90 min now at the gate
3517,positive,love ya too i will sing a song for you all when i finally get on that plane back to nashville lovesouthwestair
807,negative,flight 404 delayed 2 hours in la due to mechanical problems handle like pros but you could have tossed us a free drink
1486,negative,wanted to but you cancelled flightled my tickets they were too special i guess even for united
1899,positive,thank you for your kindness your agents went above &amp beyond to get my stranded family home
981,positive,shout out to the pilots and fc attendantelizconfusion of us 673 super strong crosswinds during landing eliz did a super job throughout
1487,negative,my 11am was canned i empathize but i think your team has lost the right to be capitalized it is a lowercase team day
2723,neutral,lacma on fairfax
715,negative,  3 of 6 first seats open on ua5097 no upgrades processed gate agents said their too busy not cool httpskeptical_annoyed_undecided_uneasy_or_hesitant tco 6kpyhcka9l
637,positive,amazingly awesome customer service from your reservation agents tonight helping correct a mistake i so love this airline happy_face_or_smiley
5991,positive,thanks  heartlanta
5749,positive,thanks
467,negative,delayed 7 hrs flight 5721 pit iad finally board the plane sit half hour &amp crew is at their hrs limit &amp we deplane unacceptable
4499,positive,airport snow removal method 22 keep up the good work folks this is where cessnas become 747s httpskeptical_annoyed_undecided_uneasy_or_hesitant tco oumc1lrlaughing_big_grin_or_laugh_with_glassesn
4002,neutral,how much does it cost to check in an additional bag traveling from newark to glasgow thank you happy_face_or_smiley
5550,positive,woohoo that just made my day i looked and just could not find that thank you
964,negative,how long will it take for miles that i re purchased they had expiredconfusion to show up i recieved an email that the request had been
4259,neutral,all set figured it out at the baggage office
4020,positive,oh definitely i kind of only fly jetblue
1106,negative,already missed connection ugh
2478,neutral,due to road conditions
1182,negative,is there a way to reserve a veg meal online for a flight to brazil tomorrow i have been onhold for more than 1 hour
4547,positive,thank you for refunding my bag fee i look forward to its return today i hope
498,negative,  thanks she submitted a damaged bag complaint onlineis there anything else we can do goodcustomerservice
63,negative,sat on a plane for 2+ hrs on 2 15 then we finally took off frown_sad_andry_or_pouting
2417,neutral,yesterdays deal
1065,negative,no customer service rep could confirm where my bag was &amp each gave me different info ruined 2 events i had today disappointed
3906,neutral,i have a roundtrip ticket now and i need to change one leg of the trip to a nearby airportconfusion   not possible via website
1459,positive,you guys are so clever httpskeptical_annoyed_undecided_uneasy_or_hesitant tco qn5odugfqk
1589,negative,nice to know that 3 hours of my time is worth 799 free directtv for everyone ever hear of preventative maintenance
3129,neutral,s ceo battles to appease passengers and wall street   lake wylie pilot httpskeptical_annoyed_undecided_uneasy_or_hesitant tco jgor0vdi3s
5980,positive,thank you for that am i able to claim any interim expenses or is the cost of the stuff up on me
334,negative,4369 about 4 flights all using same gate w buses to the planes awful boarding process hour and a half late flight
1384,negative,deserves to go bankrupt just delayed an outbound flight with no info on the connecting flight that we are going to miss
2775,neutral,ha  our fleets on fleek httpskeptical_annoyed_undecided_uneasy_or_hesitant tco zqutus7epw
1464,neutral,found the flight on
1570,negative,that is understandable my issue is with creating a new flight without the personnel to do iti changed my plans to accommodate
1162,positive,got it thanks
1316,neutral,kewl will also let them know the overhead bin over my row was inop i love a good abbreve
1101,positive,handled s question like social media pros good practice for when our transportation systems are all run by friendly ais
996,positive,i will as soon as i am done with my article thanks ~tom
1248,negative,see what you started now rt  our fleets on fleek httpskeptical_annoyed_undecided_uneasy_or_hesitant tco atd2sm8hf4
1749,neutral,with a glass of wine once we hit altitude
1642,neutral,how much is baggage check for international flights
441,neutral,vegas i was there 5 days ago miss the warm weather
2384,positive,you will every chance i get thanks for keeping me exec platinum
1730,neutral,do you mean fortunately i do not want my flight to be affected
2709,neutral,got it look forward to hearing from you soon
2703,neutral,hopefully nashville is open i want to come home today
3106,positive,thanks for taking it up a notch leinenkugels craftbeer goodflight norfolk httpskeptical_annoyed_undecided_uneasy_or_hesitant tco tgsljjn6g0
155,neutral,well we cleared customs in auh i need to get to iah after i arrive in dfw is it possible to retrieve my luggage in iad
2,positive,flew ord to miami and back and had great crew service on both legs thanks
4450,neutral,can someone rebook me please direct message me
1002,negative,can not get back lost time
3642,positive,landing in anchorage then on our way to fairbanks httpskeptical_annoyed_undecided_uneasy_or_hesitant tco fjkvqmbmas
195,neutral,are you expecting any delays out of dfw tomorrow morning
3971,neutral,absolutely required are the flights going to be 100 cancelled flighted
1980,positive,these are some awesome photos thanks for sharing
5043,positive,attended to and corrected my complaints via twitter whoa this is the brave new world we live in thank you american air happy_face_or_smiley
672,neutral,hi know a pastor or homeschool mom who might like spirited have  them contact me on prefundiahttpskeptical_annoyed_undecided_uneasy_or_hesitant tco jrbzlhrw7y
872,neutral,yea they will give you 5 cents on the dollar
3979,neutral,me again happy_face_or_smiley you do not have abc on inflight tv do you if so what channel sharktank is onconfusion
2106,positive,i live in the southwest imagine dragons is my favorite band and i met my 2bestfriends thanks to them it would be amazing +
1442,negative,on hold with customer service you may be quicker i rebooked trip for a lower fare where did the difference in  go
737,negative,yes it is in dulles and i need it delivered to the embassy suites in herndon va i am still in chicago from the fiasco in lax
3232,positive,that would be brighter than all the stars combined on the red carpet tonight
2166,positive,in my hotel now thank you
1813,neutral,since high likelihood of snow at time of flight tomorrow any chance i can rebook for sunday
904,negative,we have been delayed for almost 2 hrs i take jetblue because i have had good luck but today is really frustrating
826,neutral,can i do the same thing as changing a ticket by cancelled flighting my current ticket &amp buying a replacement online
2229,positive,me too
4263,neutral,sure follow for a sec and i will
1815,positive,thank you good suggestion i checked and we were not rebooked we will keep checking and looking for other flights
987,negative,3 10 disappointed in the service will be missing my connection after over an hour delay + cramped seats at least their app is good
5562,positive,incredible pr team
2728,positive,thank you for your offer all sorted out happy_face_smiley
5063,positive,we just flew with united from aus austin bergstromconfusion to cancun intl best flight ever the 737s are not too big not too small
3694,neutral,what about flight 1239
760,negative,received horrible customer service at lax on 2 11 reservation cancelled flighted without notification despite having confirmation number
118,negative,horrible experience ever with airlinehave to reconsider any future flights customer service httpskeptical_annoyed_undecided_uneasy_or_hesitant tco eczhcmm5vi
4793,positive,thanks for the lovely soft views travel san to sfo httpskeptical_annoyed_undecided_uneasy_or_hesitant tco cnctl7g1ef
693,positive,i hope i can be apart of the team with this job opening
2464,positive,me too love living so close so i always have great views
114,negative,i have been on hold for 36 mins and counting because you charged my credit card for bag but provided no receipt and said error awful
4051,positive,really appreciate the follow up i always fly with you all for a reason
2772,positive,great seats on this aircraft
1569,negative,flight cancelled flighted and rebooked but agent made a mistake and booked wrong date been trying to get through via phone for hours
1221,negative,understand waiting 2+ hours for callback on the exec plat line but when call dropped the agent could at least try again
553,negative,thx for responding i can not watch 2 mins of this film w out it cutting in and out 4 prolonged prds of time beyond frustrating
1493,neutral,i would like help with some flights please
1918,positive,thanks for following up  it finally worked fingers crossed the new flight works
548,negative,poor old unitetongue_sticking_out_cheeky_playful_or_blowing_a_raspberry never seem to get the response right happy_face_or_smiley
736,neutral,okay just signed up
4245,positive,thx off the response finally got through the 45 min wait and talked to someone
1644,neutral,yes and i would like a refund
982,neutral,i see you coming to get me and in hawaii 12thman httpskeptical_annoyed_undecided_uneasy_or_hesitant tco glaughing_big_grin_or_laugh_with_glasseska3edhf
3067,positive,i tried that they will not book us with another airline i wish i had flown with you we are now stuck in fl til weds
1660,neutral,flying back to denver tomorrow should i rebook
2115,neutral,please change direct flights from ric to jfk instead of lga pleeeeease lga is the pits
96,positive,this is unbelievable thank you so much destinationdragons
4457,neutral,i should also add the weather conditions are terrible expecting 18 inches of snow any advice
1691,positive,flight booking problems flights for a dc visit for easter weekend started difficult but ended well with you guys big fan here happy_face_or_smiley
592,negative,your delay is due to your own making we have now been back to the gate multiple times maybe take accountability
4092,positive,incredible view i had a smooth flight both ways even tho there was turbulence your pilots rock httpskeptical_annoyed_undecided_uneasy_or_hesitant tco 3nsusfsbpv
129,neutral,do you have all winners for destinationdragons
820,negative,i am stuck in the airport in fresno trying to beat the storm to pittsburgh and you guys have offered nothing horrid
918,positive,thank you all for being an amazing airline who knows how to treat their customers you guys rock
5636,positive,1007 houston bogota boarding again safety first it seems the mechanics fixed the problem faster good energy to fly home family
2981,positive,thank you for checking in tickets are purchased and customer is happy  confusion
278,neutral,3rd time flying southwest in two years have another trip back to mx on october
3415,neutral,alright thank you is there a page that says the routes you have for each aircraft specifically the 787
366,negative,thanks for being so bad you make a two day train trip look appealing
4638,positive,you all do a wonderful job today got my wife daughter and myself from pgh to orlando after out flight was delayed luggage and all
293,neutral,guys we have got to do something about the inability to check in online for international flight that has 1 2confusion
610,positive,provides you the best logistics experience for people all over india mumbai surat navimumbai
1807,neutral,myself and 2 others
2857,positive,oh my gosh going to dm you now thank you
1258,negative,on hold for 2 hours you know what just keep my money
